tconst	averageRating	numVotes
tt0003750	5.3	7
tt0003751	5.6	30
tt0003758	5.8	926
tt0003760	5.8	673
tt0003772	6.6	892
tt0003777	4.8	11
tt0003803	6.9	25
tt0003805	5.5	968
tt0003813	4.8	68
tt0003816	5.2	8
tt0003819	8.5	13
tt0003823	7.1	34
tt0003828	5.8	18
tt0003838	6.3	12
tt0003839	6.7	262
tt0003854	5.6	10
tt0003855	6.5	66
tt0003860	5.1	67
tt0003863	6.0	745
tt0003869	5.4	8
tt0003876	6.2	28
tt0003883	7.7	258
tt0003884	7.0	63
tt0003890	6.2	16
tt0003897	6.5	37
tt0003923	5.2	773
tt0003930	6.8	1058
tt0003934	5.5	690
tt0003943	4.8	25
tt0003948	4.5	15
tt0003949	5.3	142
tt0003952	6.9	842
tt0003960	5.6	19
tt0003961	5.7	1152
tt0003969	5.4	171
tt0003972	4.5	6
tt0003973	6.0	167
tt0003978	4.2	5
tt0003980	5.6	7
tt0003982	5.0	6
tt0003996	7.4	8
tt0003998	5.6	22
tt0004002	6.3	20
tt0004007	5.7	579
tt0004008	7.2	2529
tt0004011	5.6	628
tt0004013	4.0	8
tt0004016	4.6	5
tt0004022	6.5	32
tt0004026	6.1	947
tt0004027	5.7	9
tt0004028	4.1	17
tt0004030	8.0	11
tt0004039	5.8	61
tt0004052	7.0	70
tt0004057	6.1	8
tt0004060	5.5	91
tt0004064	5.6	13
tt0004065	5.3	31
tt0004066	7.1	410
tt0004074	5.9	175
tt0004091	5.1	814
tt0004099	5.0	372
tt0004100	6.1	719
tt0004101	6.0	928
tt0004102	5.4	618
tt0004108	6.3	582
tt0004121	5.1	33
tt0004125	4.8	6
tt0004134	6.6	390
tt0004146	7.0	11
tt0004150	6.0	349
tt0004154	5.4	5
tt0004164	3.0	20
tt0004167	6.4	8
tt0004168	5.0	8
tt0004179	5.3	17
tt0004181	7.2	1111
tt0004182	7.4	39
tt0004189	5.8	2270
tt0004193	4.6	27
tt0004194	5.8	950
tt0004196	5.9	27
tt0004199	4.7	13
tt0004205	6.6	5
tt0004209	6.7	38
tt0004210	5.8	1057
tt0004212	5.6	176
tt0004223	7.0	26
tt0004229	8.2	5
tt0004235	5.2	5
tt0004238	5.4	8
tt0004243	4.5	26
tt0004248	5.8	5
tt0004249	4.9	8
tt0004260	7.9	7
tt0004268	4.8	11
tt0004272	6.2	6
tt0004277	5.7	645
tt0004279	5.5	190
tt0004280	5.6	721
tt0004282	5.8	942
tt0004284	5.6	1128
tt0004286	5.2	243
tt0004288	5.5	1506
tt0004295	8.9	19
tt0004307	5.8	6
tt0004311	6.0	1001
tt0004316	5.9	21
tt0004319	4.6	11
tt0004323	6.6	5
tt0004325	5.6	10
tt0004328	5.6	11
tt0004336	5.3	12
tt0004367	6.8	9
tt0004369	5.9	14
tt0004374	4.2	8
tt0004384	4.6	10
tt0004387	5.9	14
tt0004390	6.2	66
tt0004391	5.9	22
tt0004393	6.7	84
tt0004395	6.1	705
tt0004399	6.1	13
tt0004403	7.2	9
tt0004408	5.5	53
tt0004413	6.5	158
tt0004426	6.3	7
tt0004442	4.6	30
tt0004457	5.5	322
tt0004465	7.6	887
tt0004475	5.2	14
tt0004499	5.8	562
tt0004518	5.1	800
tt0004525	5.8	27
tt0004536	5.3	18
tt0004537	5.4	16
tt0004545	4.4	11
tt0004546	6.4	1210
tt0004555	6.1	31
tt0004558	4.6	9
tt0004562	5.8	13
tt0004571	5.7	14
tt0004573	6.2	8
tt0004593	6.3	23
tt0004600	6.9	25
tt0004630	6.5	38
tt0004635	6.2	771
tt0004637	5.4	659
tt0004646	5.8	8
tt0004651	5.3	7
tt0004662	6.3	15
tt0004670	5.3	937
tt0004674	7.0	27
tt0004681	6.3	136
tt0004691	4.7	20
tt0004693	5.5	767
tt0004707	7.0	3002
tt0004712	6.2	138
tt0004728	3.5	13
tt0004730	7.9	158
tt0004736	5.8	882
tt0004740	5.7	11
tt0004743	5.5	84
tt0004757	6.6	7
tt0004766	5.8	147
tt0004792	6.3	9
tt0004821	9.2	5
tt0004825	6.5	199
tt0004836	5.0	56
tt0004837	7.0	14
tt0004838	5.8	121
tt0004846	5.2	12
tt0004847	4.7	13
tt0004849	6.5	20
tt0004853	7.5	11
tt0004866	4.0	7
tt0004869	4.6	14
tt0004870	5.2	57
tt0004872	6.2	184
tt0004873	6.2	311
tt0004887	5.0	21
tt0004888	5.1	31
tt0004889	5.7	23
tt0004905	5.8	17
tt0004907	7.3	22
tt0004908	5.5	13
tt0004913	5.2	5
tt0004936	6.8	1476
tt0004942	4.4	7
tt0004968	4.7	11
tt0004971	5.4	57
tt0004972	6.7	19552
tt0004974	3.5	8
tt0005003	5.8	6
tt0005005	5.4	7
tt0005026	5.8	31
tt0005034	7.6	5
tt0005040	7.7	6
tt0005041	6.7	42
tt0005044	5.9	1305
tt0005047	5.5	30
tt0005049	6.7	7
tt0005050	5.3	7
tt0005053	6.5	15
tt0005054	8.4	14
tt0005059	6.5	56
tt0005060	6.9	807
tt0005061	4.7	15
tt0005068	5.2	24
tt0005074	6.8	1739
tt0005076	6.7	37
tt0005077	6.1	1182
tt0005078	6.6	2071
tt0005084	6.4	57
tt0005087	4.1	9
tt0005108	5.2	12
tt0005114	5.3	56
tt0005124	6.0	6
tt0005147	5.4	93
tt0005149	6.1	196
tt0005160	5.0	7
tt0005161	6.5	10
tt0005163	6.6	11
tt0005172	6.0	9
tt0005179	6.1	14
tt0005180	7.0	14
tt0005190	7.8	10
tt0005192	6.0	7
tt0005196	8.7	21
tt0005198	6.1	233
tt0005199	5.5	44
tt0005200	6.7	24
tt0005204	6.0	56
tt0005205	5.5	58
tt0005209	5.7	9
tt0005211	3.8	6
tt0005214	5.0	16
tt0005220	5.9	117
tt0005228	5.7	10
tt0005231	3.0	17
tt0005235	4.6	5
tt0005246	6.3	72
tt0005302	6.6	18
tt0005309	5.7	162
tt0005310	5.7	206
tt0005312	5.8	133
tt0005313	6.0	203
tt0005314	5.6	223
tt0005315	6.2	168
tt0005316	6.2	59
tt0005317	6.4	293
tt0005336	5.5	268
tt0005339	5.9	681
tt0005352	4.8	6
tt0005353	7.2	24
tt0005354	5.8	138
tt0005381	5.4	15
tt0005384	7.8	17
tt0005393	5.4	19
tt0005402	6.6	150
tt0005414	7.0	190
tt0005419	7.2	6
tt0005431	6.0	9
tt0005435	4.2	8
tt0005436	5.1	57
tt0005437	5.0	28
tt0005443	5.3	44
tt0005444	5.2	87
tt0005446	6.6	18
tt0005458	7.9	8
tt0005460	5.4	37
tt0005475	4.8	61
tt0005481	5.8	8
tt0005482	4.9	8
tt0005488	5.2	6
tt0005489	6.2	1365
tt0005490	6.3	6
tt0005496	7.2	6
tt0005502	6.8	8
tt0005513	3.9	15
tt0005514	3.7	15
tt0005522	6.4	15
tt0005529	7.1	217
tt0005535	7.5	19
tt0005542	5.8	1180
tt0005545	7.9	10
tt0005551	7.5	15
tt0005556	9.0	5
tt0005557	6.6	250
tt0005561	7.3	6
tt0005562	3.6	9
tt0005566	6.1	7
tt0005571	6.0	949
tt0005574	6.8	5
tt0005579	5.8	12
tt0005582	5.7	7
tt0005586	6.7	19
tt0005589	6.3	14
tt0005590	6.3	44
tt0005592	6.4	7
tt0005600	5.7	27
tt0005613	6.3	7
tt0005615	6.9	20
tt0005621	7.0	29
tt0005622	6.9	121
tt0005654	5.1	112
tt0005656	5.8	28
tt0005660	5.6	91
tt0005661	6.0	52
tt0005663	6.0	5
tt0005674	5.2	17
tt0005675	5.7	76
tt0005676	6.0	190
tt0005677	6.0	177
tt0005678	6.0	199
tt0005679	5.2	160
tt0005680	6.2	71
tt0005682	5.2	41
tt0005683	6.3	29
tt0005700	4.8	8
tt0005703	5.3	58
tt0005719	5.9	113
tt0005731	6.0	28
tt0005733	6.8	6
tt0005739	6.2	6
tt0005753	5.2	81
tt0005756	7.4	8
tt0005758	7.8	12
tt0005771	6.5	10
tt0005772	5.5	6
tt0005774	5.4	9
tt0005780	7.4	5
tt0005808	5.2	8
tt0005809	6.1	299
tt0005810	6.1	1270
tt0005812	6.5	1358
tt0005823	6.9	18
tt0005832	6.0	25
tt0005838	4.2	25
tt0005845	6.4	17
tt0005864	5.7	149
tt0005871	6.3	7
tt0005875	5.7	31
tt0005878	4.8	5
tt0005879	7.5	6
tt0005891	5.1	81
tt0005901	4.6	5
tt0005910	5.7	859
tt0005915	6.6	33
tt0005916	6.9	702
tt0005928	4.8	12
tt0005931	7.7	13
tt0005939	5.0	7
tt0005945	8.6	17
tt0005951	7.1	460
tt0005955	5.4	67
tt0005956	8.5	6
tt0005960	7.0	953
tt0005962	6.2	25
tt0005978	4.7	6
tt0005987	6.5	6
tt0005992	6.2	17
tt0005994	8.0	7
tt0005998	4.9	11
tt0005999	4.8	9
tt0006008	6.4	8
tt0006026	5.5	41
tt0006032	6.3	1108
tt0006041	6.3	6
tt0006062	5.4	17
tt0006079	6.0	5
tt0006088	4.8	5
tt0006101	7.3	10
tt0006102	5.4	42
tt0006115	5.4	126
tt0006134	5.6	11
tt0006140	5.8	5
tt0006145	5.5	166
tt0006150	5.0	21
tt0006157	3.9	14
tt0006158	6.4	5
tt0006160	8.2	11
tt0006177	7.1	2504
tt0006182	6.2	73
tt0006201	4.1	7
tt0006206	6.9	3664
tt0006210	5.9	7
tt0006213	5.0	6
tt0006215	5.3	35
tt0006234	7.3	6
tt0006241	7.2	12
tt0006243	5.8	10
tt0006258	6.0	24
tt0006262	6.0	59
tt0006276	7.1	10
tt0006283	6.7	15
tt0006291	7.6	12
tt0006293	5.2	20
tt0006296	5.6	113
tt0006299	8.7	7
tt0006309	6.5	1334
tt0006313	6.3	1207
tt0006318	5.4	11
tt0006327	6.1	131
tt0006333	7.0	1335
tt0006339	4.3	13
tt0006343	5.3	7
tt0006349	6.0	188
tt0006350	5.3	7
tt0006354	5.3	27
tt0006357	6.3	46
tt0006358	8.4	8
tt0006359	6.1	51
tt0006363	6.0	7
tt0006373	8.9	7
tt0006375	7.1	9
tt0006386	6.8	26
tt0006397	5.6	27
tt0006399	5.6	39
tt0006402	6.0	5
tt0006405	6.7	308
tt0006409	8.1	22
tt0006413	5.5	6
tt0006414	7.0	1985
tt0006419	4.2	5
tt0006426	5.3	11
tt0006437	6.5	6
tt0006444	5.0	5
tt0006449	5.6	95
tt0006453	4.9	14
tt0006454	5.9	9
tt0006456	7.5	11
tt0006457	5.6	17
tt0006481	6.1	40
tt0006489	5.0	5
tt0006494	6.3	121
tt0006505	7.8	5
tt0006508	7.8	28
tt0006509	6.6	550
tt0006511	5.9	36
tt0006517	6.1	237
tt0006547	7.5	17
tt0006548	6.7	1622
tt0006562	6.6	128
tt0006564	6.3	35
tt0006568	7.1	27
tt0006570	5.8	6
tt0006588	6.2	5
tt0006589	7.2	96
tt0006592	6.0	42
tt0006593	4.9	50
tt0006598	6.0	7
tt0006600	4.5	13
tt0006601	4.6	7
tt0006603	6.0	5
tt0006614	6.5	49
tt0006617	6.1	173
tt0006621	5.8	13
tt0006637	8.3	6
tt0006641	4.0	6
tt0006645	5.1	13
tt0006653	6.6	9
tt0006664	5.5	31
tt0006666	6.6	19
tt0006668	6.9	320
tt0006673	4.5	12
tt0006679	4.9	8
tt0006684	6.6	1947
tt0006688	6.5	110
tt0006689	6.7	1791
tt0006692	4.8	8
tt0006699	5.7	9
tt0006703	6.0	40
tt0006706	6.0	14
tt0006713	6.1	14
tt0006726	5.3	6
tt0006731	6.5	591
tt0006736	6.8	88
tt0006745	6.5	463
tt0006751	6.4	24
tt0006753	6.8	102
tt0006761	6.3	30
tt0006764	6.4	207
tt0006766	7.7	6
tt0006770	6.0	5
tt0006773	6.5	16
tt0006780	6.8	743
tt0006782	4.6	81
tt0006796	5.9	12
tt0006801	5.5	104
tt0006803	6.7	6
tt0006809	6.2	95
tt0006813	7.3	23
tt0006819	6.3	25
tt0006820	6.3	58
tt0006826	6.7	805
tt0006829	4.7	6
tt0006831	5.7	6
tt0006835	3.7	15
tt0006843	3.8	5
tt0006846	6.0	8
tt0006847	6.2	6
tt0006861	6.4	34
tt0006864	8.0	12292
tt0006867	6.2	10
tt0006886	6.8	771
tt0006893	4.4	13
tt0006895	5.7	53
tt0006902	6.0	33
tt0006913	5.7	11
tt0006914	6.0	11
tt0006932	6.8	20
tt0006942	8.2	9
tt0006943	6.1	15
tt0006952	4.6	15
tt0006963	4.2	33
tt0006978	5.2	217
tt0006991	4.0	14
tt0006995	6.3	13
tt0006997	6.2	40
tt0007003	5.3	45
tt0007005	5.8	13
tt0007009	4.5	6
tt0007012	5.4	14
tt0007023	4.6	10
tt0007031	6.5	43
tt0007034	7.8	9
tt0007038	7.8	6
tt0007047	6.8	544
tt0007049	6.7	44
tt0007061	4.5	6
tt0007070	4.8	5
tt0007098	6.1	79
tt0007100	7.4	18
tt0007108	7.0	739
tt0007110	8.0	9
tt0007111	6.3	6
tt0007116	6.3	10
tt0007118	9.2	19
tt0007120	8.0	12
tt0007136	6.1	49
tt0007142	6.6	16
tt0007145	7.2	2498
tt0007151	7.8	33
tt0007160	7.1	8
tt0007162	7.2	2556
tt0007167	5.0	12
tt0007177	4.6	88
tt0007183	7.1	528
tt0007184	5.6	7
tt0007188	6.2	10
tt0007194	6.6	1280
tt0007197	4.1	7
tt0007202	6.5	39
tt0007208	5.2	52
tt0007220	5.6	5
tt0007240	6.6	31
tt0007246	3.6	5
tt0007248	7.6	5
tt0007250	6.3	6
tt0007254	9.0	8
tt0007255	4.8	8
tt0007257	6.5	541
tt0007260	6.7	102
tt0007263	5.8	14
tt0007264	7.2	2765
tt0007272	6.6	10
tt0007278	6.3	10
tt0007279	5.1	20
tt0007297	6.9	9
tt0007308	5.0	9
tt0007309	5.8	135
tt0007338	6.3	248
tt0007340	6.6	133
tt0007361	6.2	319
tt0007367	6.5	486
tt0007368	6.6	59
tt0007375	2.9	13
tt0007380	8.0	6
tt0007407	7.8	5
tt0007410	5.0	7
tt0007413	5.7	82
tt0007422	6.0	17
tt0007433	7.6	432
tt0007439	5.6	109
tt0007453	7.2	16
tt0007454	6.2	17
tt0007459	6.6	73
tt0007464	6.0	6
tt0007473	7.2	10
tt0007476	5.3	796
tt0007506	5.0	5
tt0007507	7.0	2143
tt0007514	7.3	9
tt0007516	4.6	5
tt0007522	6.2	76
tt0007530	6.9	127
tt0007539	7.5	6
tt0007558	6.4	431
tt0007567	5.4	140
tt0007590	6.2	36
tt0007610	5.8	151
tt0007613	7.5	2993
tt0007614	7.0	6
tt0007617	5.6	63
tt0007620	5.3	23
tt0007624	5.9	105
tt0007626	4.5	8
tt0007646	6.9	29
tt0007647	7.0	5
tt0007669	6.5	8
tt0007673	5.4	8
tt0007678	6.7	6
tt0007679	5.1	7
tt0007686	6.7	116
tt0007698	4.9	31
tt0007699	5.4	13
tt0007702	7.1	17
tt0007709	5.6	88
tt0007711	7.4	20
tt0007720	6.2	83
tt0007725	4.7	7
tt0007726	6.1	11
tt0007755	5.9	398
tt0007761	6.4	1135
tt0007764	6.1	200
tt0007765	4.9	10
tt0007769	7.4	5
tt0007774	5.5	6
tt0007778	8.5	6
tt0007791	4.6	18
tt0007794	5.3	7
tt0007795	7.1	28
tt0007801	5.9	279
tt0007802	6.0	138
tt0007809	4.3	17
tt0007811	7.0	8
tt0007812	5.9	13
tt0007814	6.0	5
tt0007819	6.4	1269
tt0007825	6.7	34
tt0007832	7.3	2692
tt0007834	6.6	5
tt0007854	7.3	7
tt0007865	7.3	6
tt0007867	8.1	8
tt0007873	6.5	25
tt0007880	7.6	4073
tt0007903	8.0	5
tt0007910	7.1	36
tt0007927	6.8	10
tt0007931	7.3	14
tt0007933	5.6	5
tt0007942	5.0	15
tt0007956	6.1	53
tt0007958	6.1	14
tt0007963	7.8	5
tt0007983	6.6	98
tt0007984	4.7	11
tt0007986	5.9	10
tt0007992	6.7	32
tt0007998	6.9	13
tt0008010	5.9	7
tt0008011	6.5	106
tt0008022	5.0	8
tt0008024	6.9	18
tt0008029	6.2	12
tt0008036	5.6	5
tt0008039	5.0	11
tt0008041	6.8	10
tt0008047	4.4	5
tt0008060	5.5	56
tt0008072	6.2	12
tt0008075	6.6	17
tt0008086	5.8	57
tt0008099	5.9	72
tt0008100	6.9	476
tt0008112	6.1	742
tt0008122	6.9	26
tt0008130	6.0	5
tt0008133	7.7	6274
tt0008134	6.8	6
tt0008144	4.2	12
tt0008150	6.5	443
tt0008151	4.2	5
tt0008159	7.3	15
tt0008161	6.2	40
tt0008163	4.1	11
tt0008164	4.4	12
tt0008176	8.2	8
tt0008177	6.9	8
tt0008188	6.5	562
tt0008196	6.5	601
tt0008207	5.2	6
tt0008212	5.9	62
tt0008217	7.1	7
tt0008232	6.2	5
tt0008234	5.6	9
tt0008241	6.0	6
tt0008252	6.4	63
tt0008259	6.8	33
tt0008271	4.5	24
tt0008279	6.5	84
tt0008281	8.0	15
tt0008285	6.0	7
tt0008305	5.6	13
tt0008309	6.6	231
tt0008319	6.3	61
tt0008329	5.7	63
tt0008331	4.9	49
tt0008338	4.8	29
tt0008348	4.7	7
tt0008355	5.8	12
tt0008359	5.9	19
tt0008362	7.2	45
tt0008371	8.3	10
tt0008372	6.8	20
tt0008374	6.5	21
tt0008377	6.0	662
tt0008381	8.1	14
tt0008389	5.8	22
tt0008395	7.2	389
tt0008401	5.4	55
tt0008411	6.0	17
tt0008416	6.2	6
tt0008426	8.0	5
tt0008431	6.1	7
tt0008442	7.7	27
tt0008443	6.8	1155
tt0008458	6.6	64
tt0008476	5.9	8
tt0008489	7.1	95
tt0008493	4.8	25
tt0008498	6.4	51
tt0008499	7.0	718
tt0008500	6.3	158
tt0008519	6.6	680
tt0008523	5.8	919
tt0008526	8.8	19
tt0008528	8.1	10
tt0008536	7.2	114
tt0008539	5.6	5
tt0008541	5.4	59
tt0008543	8.1	8
tt0008547	4.8	18
tt0008550	6.4	68
tt0008551	5.3	28
tt0008558	5.2	11
tt0008561	6.4	61
tt0008565	6.4	7
tt0008571	6.6	49
tt0008579	6.3	7
tt0008599	5.2	5
tt0008605	4.8	16
tt0008608	7.7	18
tt0008614	7.9	7
tt0008623	6.7	10
tt0008628	5.7	27
tt0008634	6.2	304
tt0008636	4.6	9
tt0008639	6.8	109
tt0008650	4.8	5
tt0008651	4.5	12
tt0008652	6.3	90
tt0008657	6.2	19
tt0008658	5.1	11
tt0008662	5.1	25
tt0008663	7.4	1263
tt0008670	5.1	30
tt0008672	6.7	157
tt0008679	6.5	453
tt0008687	6.4	112
tt0008688	7.6	101
tt0008690	5.5	27
tt0008692	5.6	20
tt0008696	6.9	13
tt0008698	6.0	7
tt0008710	6.9	124
tt0008720	5.5	6
tt0008723	6.7	41
tt0008725	6.1	30
tt0008730	6.6	16
tt0008735	6.2	19
tt0008745	4.6	12
tt0008759	5.6	9
tt0008761	3.4	11
tt0008764	6.0	23
tt0008775	6.9	497
tt0008786	6.5	40
tt0008787	8.2	5
tt0008797	7.0	7
tt0008800	6.9	74
tt0008804	4.6	13
tt0008806	5.0	10
tt0008807	6.7	67
tt0008810	5.3	17
tt0008811	5.1	133
tt0008821	2.5	6
tt0008822	6.1	57
tt0008825	5.6	10
tt0008826	5.5	28
tt0008827	6.6	713
tt0008832	5.7	6
tt0008836	4.9	14
tt0008843	6.0	104
tt0008844	6.3	247
tt0008848	4.7	34
tt0008854	5.5	488
tt0008860	4.2	16
tt0008865	7.8	6
tt0008866	5.2	23
tt0008874	6.8	912
tt0008876	8.6	7
tt0008879	7.2	1306
tt0008882	7.6	11
tt0008884	6.5	112
tt0008891	7.0	696
tt0008892	6.0	55
tt0008899	6.6	36
tt0008902	6.5	8
tt0008907	5.6	805
tt0008918	6.3	18
tt0008930	6.6	9
tt0008933	9.0	8
tt0008939	9.3	9
tt0008950	6.2	225
tt0008952	8.1	12
tt0008955	9.1	24
tt0008957	4.6	11
tt0008961	6.2	145
tt0008972	6.7	16
tt0008975	6.7	1040
tt0008978	4.8	37
tt0008983	4.6	11
tt0008984	7.9	23
tt0008990	6.9	7
tt0008998	7.4	9
tt0009014	6.1	101
tt0009015	5.0	42
tt0009017	8.0	5
tt0009018	7.8	6009
tt0009020	7.4	8
tt0009045	5.3	58
tt0009046	6.2	6
tt0009047	6.8	28
tt0009051	6.8	9
tt0009062	6.2	472
tt0009063	6.8	5
tt0009071	5.5	46
tt0009079	7.4	15
tt0009082	6.6	11
tt0009086	6.4	263
tt0009088	6.0	82
tt0009096	5.9	19
tt0009099	6.5	99
tt0009104	7.4	26
tt0009105	6.0	177
tt0009109	6.6	64
tt0009123	6.1	816
tt0009125	4.4	16
tt0009128	8.0	9
tt0009130	7.1	38
tt0009133	7.0	45
tt0009136	7.0	8
tt0009137	7.1	14
tt0009142	6.5	26
tt0009144	5.0	27
tt0009145	5.7	45
tt0009150	6.7	820
tt0009153	6.2	60
tt0009170	5.6	5
tt0009171	6.1	98
tt0009176	7.0	5
tt0009179	5.8	22
tt0009193	5.7	9
tt0009198	6.2	5
tt0009204	7.0	8
tt0009205	7.3	9
tt0009209	6.7	10
tt0009212	6.0	6
tt0009214	5.8	47
tt0009220	7.0	5
tt0009240	5.9	14
tt0009241	6.6	577
tt0009246	5.6	209
tt0009247	5.0	11
tt0009249	4.4	7
tt0009252	5.8	16
tt0009259	4.2	6
tt0009273	6.8	36
tt0009286	4.0	8
tt0009289	8.2	5
tt0009302	7.4	8
tt0009305	6.6	9
tt0009306	7.0	37
tt0009309	6.8	20
tt0009316	6.6	132
tt0009322	4.8	14
tt0009325	5.4	5
tt0009326	6.6	92
tt0009334	7.6	5
tt0009356	6.5	596
tt0009358	6.3	7
tt0009359	5.8	8
tt0009369	7.0	1005
tt0009376	7.2	5
tt0009389	5.8	521
tt0009400	6.8	8
tt0009405	6.5	20
tt0009406	5.6	27
tt0009415	7.4	5
tt0009416	4.4	5
tt0009419	6.5	15
tt0009420	6.7	26
tt0009425	7.5	6
tt0009430	4.2	5
tt0009431	6.4	5
tt0009434	5.9	216
tt0009436	8.2	14
tt0009440	6.6	143
tt0009445	9.3	12
tt0009454	7.6	5
tt0009466	6.4	737
tt0009470	8.2	5
tt0009471	5.8	5
tt0009475	6.4	463
tt0009480	6.3	12
tt0009483	8.6	5
tt0009492	8.2	15
tt0009494	4.7	24
tt0009502	8.2	6
tt0009522	5.8	84
tt0009523	7.4	9
tt0009527	6.2	6
tt0009544	8.7	17
tt0009546	5.6	12
tt0009549	8.2	6
tt0009550	7.1	21
tt0009551	7.8	5
tt0009558	4.4	25
tt0009559	6.7	291
tt0009560	6.6	16
tt0009563	4.2	22
tt0009568	7.1	28
tt0009573	5.8	20
tt0009575	8.2	6
tt0009580	4.0	22
tt0009596	5.7	7
tt0009604	6.2	5
tt0009608	7.3	671
tt0009610	6.8	8
tt0009611	6.9	4901
tt0009619	6.2	6
tt0009620	7.0	825
tt0009622	5.2	11
tt0009629	5.6	53
tt0009630	8.6	7
tt0009631	4.3	10
tt0009650	5.7	18
tt0009651	6.7	13
tt0009652	7.3	1261
tt0009659	6.2	13
tt0009676	6.5	12
tt0009677	7.1	11
tt0009678	6.5	317
tt0009682	5.9	578
tt0009690	4.1	23
tt0009694	6.8	58
tt0009696	4.2	24
tt0009700	5.0	6
tt0009701	7.5	224
tt0009702	5.2	5
tt0009721	6.0	10
tt0009732	5.8	227
tt0009737	6.1	86
tt0009741	5.0	5
tt0009750	4.6	14
tt0009754	5.6	12
tt0009757	7.1	30
tt0009764	6.1	16
tt0009765	5.1	11
tt0009766	5.0	6
tt0009771	5.2	13
tt0009789	6.8	5
tt0009796	6.6	223
tt0009801	6.4	5
tt0009803	6.0	5
tt0009806	6.5	45
tt0009811	4.5	25
tt0009825	6.0	13
tt0009827	5.5	10
tt0009829	5.2	13
tt0009837	4.2	25
tt0009842	6.9	7
tt0009852	7.5	6
tt0009853	5.5	23
tt0009858	7.0	10
tt0009859	5.2	31
tt0009878	6.9	938
tt0009879	7.1	49
tt0009887	7.0	883
tt0009892	6.5	903
tt0009893	7.2	1405
tt0009894	7.2	118
tt0009899	6.7	915
tt0009900	7.0	767
tt0009903	4.1	30
tt0009905	7.1	54
tt0009915	7.2	109
tt0009916	6.2	6
tt0009918	8.3	23
tt0009927	5.3	9
tt0009932	6.1	646
tt0009937	7.0	1180
tt0009949	5.8	34
tt0009950	5.6	23
tt0009968	7.6	8209
tt0009973	7.0	912
tt0009976	6.5	610
tt0009977	5.3	85
tt0009978	4.1	21
tt0009986	6.7	285
tt0009989	6.6	19
tt0009996	6.0	312
tt0010006	4.6	38
tt0010008	8.8	12
tt0010010	8.8	5
tt0010013	6.7	26
tt0010023	5.7	31
tt0010040	7.4	1239
tt0010045	5.1	23
tt0010049	9.1	11
tt0010057	6.8	2281
tt0010058	6.9	8
tt0010059	7.0	6
tt0010060	6.7	775
tt0010061	7.1	38
tt0010071	7.7	1047
tt0010072	5.6	135
tt0010102	5.4	5
tt0010103	6.6	614
tt0010108	6.8	74
tt0010112	6.1	47
tt0010113	6.4	36
tt0010119	4.4	24
tt0010120	3.9	13
tt0010128	5.6	47
tt0010133	4.2	8
tt0010134	4.1	8
tt0010137	7.5	671
tt0010146	7.0	843
tt0010155	6.8	974
tt0010158	7.6	5
tt0010162	7.9	87
tt0010176	6.3	6
tt0010178	8.0	8
tt0010180	5.3	7
tt0010181	5.9	34
tt0010183	5.3	10
tt0010186	4.7	14
tt0010193	6.6	618
tt0010195	7.1	222
tt0010198	4.4	32
tt0010199	4.4	14
tt0010200	3.6	14
tt0010203	7.3	41
tt0010206	6.9	32
tt0010208	5.6	454
tt0010209	8.0	6
tt0010214	4.4	10
tt0010215	7.1	11
tt0010219	6.6	352
tt0010221	6.1	562
tt0010227	6.6	487
tt0010229	5.7	11
tt0010233	5.7	101
tt0010244	8.8	21
tt0010247	7.2	1024
tt0010248	6.2	23
tt0010249	5.6	8
tt0010255	6.1	32
tt0010256	6.7	11
tt0010258	6.4	516
tt0010259	6.5	13
tt0010265	7.6	5
tt0010267	6.9	874
tt0010276	5.0	6
tt0010279	5.9	113
tt0010281	7.1	1043
tt0010292	6.8	8
tt0010298	7.4	67
tt0010307	7.4	1152
tt0010311	5.8	70
tt0010313	5.8	5
tt0010315	8.9	14
tt0010316	6.5	13
tt0010321	6.2	342
tt0010322	5.2	68
tt0010323	8.1	47440
tt0010325	5.7	9
tt0010328	6.1	40
tt0010330	7.7	29
tt0010331	7.3	6
tt0010337	5.1	9
tt0010352	6.0	5
tt0010356	6.2	26
tt0010357	6.7	13
tt0010358	6.6	17
tt0010375	7.0	42
tt0010382	6.5	26
tt0010386	7.0	52
tt0010391	6.9	213
tt0010402	6.6	49
tt0010412	5.2	5
tt0010418	7.9	1579
tt0010435	6.2	203
tt0010438	4.5	26
tt0010444	6.6	8
tt0010446	6.9	86
tt0010456	6.2	138
tt0010466	6.0	134
tt0010472	4.3	23
tt0010476	4.8	5
tt0010484	7.1	135
tt0010490	6.7	16
tt0010495	4.8	5
tt0010501	7.5	6
tt0010506	5.1	61
tt0010507	6.8	5
tt0010508	6.1	99
tt0010516	7.2	25
tt0010522	5.6	85
tt0010533	6.3	60
tt0010534	6.3	10
tt0010540	6.7	25
tt0010541	6.5	18
tt0010544	4.0	27
tt0010548	9.3	14
tt0010552	6.5	50
tt0010559	6.5	85
tt0010562	7.0	11
tt0010566	8.5	10
tt0010570	8.4	8
tt0010571	6.8	5
tt0010598	6.4	678
tt0010600	7.3	1399
tt0010610	5.6	12
tt0010612	7.6	5
tt0010616	7.2	29
tt0010628	4.7	26
tt0010629	4.1	24
tt0010632	5.6	162
tt0010635	6.6	573
tt0010640	4.2	24
tt0010641	6.9	7
tt0010648	4.2	16
tt0010651	6.6	5
tt0010656	5.6	178
tt0010662	6.6	393
