tconst	averageRating	numVotes
tt0010668	5.1	7
tt0010674	5.8	11
tt0010680	5.7	205
tt0010690	7.8	5
tt0010692	7.8	5
tt0010694	7.8	6
tt0010703	6.3	15
tt0010726	6.6	895
tt0010729	7.6	8
tt0010732	5.9	152
tt0010733	7.0	5
tt0010747	6.8	2189
tt0010754	6.5	35
tt0010755	6.8	82
tt0010757	7.2	170
tt0010764	9.2	9
tt0010766	9.0	15
tt0010767	7.3	33
tt0010791	6.5	49
tt0010793	7.2	6
tt0010795	6.9	18
tt0010799	7.4	5
tt0010806	7.2	1399
tt0010813	7.8	5
tt0010821	6.2	375
tt0010822	6.2	9
tt0010844	6.5	289
tt0010849	6.6	11
tt0010853	6.8	87
tt0010859	6.2	25
tt0010871	6.4	9
tt0010874	5.5	8
tt0010879	7.1	697
tt0010890	6.5	284
tt0010905	8.3	15
tt0010915	6.1	12
tt0010920	6.9	9
tt0010925	6.5	710
tt0010930	6.4	292
tt0010940	5.3	9
tt0010943	3.4	18
tt0010947	7.3	24
tt0010953	6.6	104
tt0010958	6.3	6
tt0010962	6.8	487
tt0010964	8.5	30
tt0010965	5.2	13
tt0010967	8.5	6
tt0010968	4.3	11
tt0010969	6.9	266
tt0010987	6.4	12
tt0010994	6.8	5
tt0011000	6.8	970
tt0011001	6.8	8
tt0011011	5.9	12
tt0011012	6.2	6
tt0011016	5.7	13
tt0011024	5.5	10
tt0011031	6.5	40
tt0011036	6.3	9
tt0011042	6.6	5
tt0011055	5.9	35
tt0011058	6.7	61
tt0011063	6.6	52
tt0011069	5.6	5
tt0011070	7.5	16
tt0011071	7.1	2287
tt0011073	7.1	8
tt0011076	5.9	32
tt0011078	7.0	24
tt0011079	6.9	7
tt0011093	6.0	6
tt0011094	5.8	9
tt0011110	6.9	8
tt0011117	7.4	22
tt0011118	6.3	6
tt0011123	5.6	70
tt0011127	7.6	9
tt0011128	6.3	79
tt0011129	5.3	23
tt0011130	7.0	4127
tt0011131	5.4	97
tt0011133	7.8	6
tt0011136	4.9	43
tt0011137	5.5	11
tt0011144	6.9	1101
tt0011157	6.7	621
tt0011163	5.9	24
tt0011172	6.5	6
tt0011173	6.4	105
tt0011174	8.1	7
tt0011193	6.6	247
tt0011205	7.8	10
tt0011211	6.6	12
tt0011216	7.7	14
tt0011217	6.6	236
tt0011221	6.0	729
tt0011222	7.2	6
tt0011223	6.8	727
tt0011224	5.8	9
tt0011228	3.1	19
tt0011234	5.0	11
tt0011237	7.2	5505
tt0011238	6.1	9
tt0011239	4.6	5
tt0011241	4.9	8
tt0011243	5.0	5
tt0011253	5.8	45
tt0011256	5.4	15
tt0011257	6.3	6
tt0011263	6.7	1021
tt0011265	5.6	5
tt0011267	5.3	223
tt0011273	5.5	6
tt0011277	7.9	43
tt0011280	5.7	6
tt0011284	7.0	8
tt0011293	7.0	864
tt0011294	7.1	135
tt0011298	4.5	23
tt0011301	6.3	7
tt0011302	7.1	153
tt0011303	7.6	5
tt0011309	3.5	21
tt0011313	6.5	64
tt0011317	6.8	97
tt0011318	3.3	13
tt0011324	5.8	65
tt0011325	8.6	5
tt0011327	8.9	8
tt0011336	5.3	13
tt0011344	6.9	86
tt0011348	7.4	77
tt0011350	7.6	7
tt0011358	6.6	282
tt0011362	7.1	76
tt0011365	4.6	7
tt0011368	6.6	18
tt0011369	7.2	107
tt0011370	7.1	278
tt0011371	6.8	225
tt0011387	6.9	970
tt0011393	5.3	64
tt0011394	7.4	26
tt0011396	6.1	15
tt0011401	6.1	63
tt0011414	7.1	120
tt0011415	6.7	75
tt0011421	2.8	10
tt0011428	6.0	11
tt0011433	4.5	10
tt0011439	7.2	1872
tt0011440	6.7	162
tt0011450	7.7	15
tt0011454	6.7	6
tt0011459	5.9	19
tt0011474	7.0	87
tt0011481	6.1	18
tt0011487	4.9	13
tt0011495	4.6	9
tt0011499	7.3	55
tt0011506	5.2	6
tt0011507	6.6	5
tt0011508	7.7	3109
tt0011513	5.9	161
tt0011521	7.0	892
tt0011522	7.1	42
tt0011525	7.5	17
tt0011533	5.4	9
tt0011534	6.1	12
tt0011541	8.2	5759
tt0011545	5.8	347
tt0011548	6.4	77
tt0011549	4.8	5
tt0011565	7.5	1700
tt0011568	6.2	21
tt0011575	5.9	7
tt0011587	4.2	5
tt0011588	6.8	288
tt0011603	3.1	21
tt0011604	5.4	8
tt0011607	7.4	882
tt0011612	5.6	25
tt0011617	6.4	24
tt0011619	7.6	35
tt0011623	9.1	49
tt0011624	4.9	23
tt0011635	5.2	28
tt0011641	6.7	127
tt0011647	5.7	111
tt0011649	6.4	40
tt0011651	7.4	29
tt0011652	6.2	1255
tt0011654	7.5	43
tt0011656	7.9	2925
tt0011662	5.4	13
tt0011676	7.8	37
tt0011679	6.4	232
tt0011687	7.2	5
tt0011691	6.2	5
tt0011692	4.5	11
tt0011694	7.0	6
tt0011695	6.3	6
tt0011716	8.1	539
tt0011717	5.9	59
tt0011721	7.3	74
tt0011722	5.5	195
tt0011723	6.5	652
tt0011731	4.7	11
tt0011735	6.4	15
tt0011738	7.1	8
tt0011741	6.5	185
tt0011742	6.3	527
tt0011753	5.6	134
tt0011756	7.5	10
tt0011757	7.2	9
tt0011758	6.2	5
tt0011765	7.0	6
tt0011779	6.6	155
tt0011785	6.6	16
tt0011797	7.4	9
tt0011807	3.8	12
tt0011808	4.4	37
tt0011830	6.0	21
tt0011833	7.0	334
tt0011837	6.2	297
tt0011841	7.8	4424
tt0011845	7.0	8
tt0011848	7.1	60
tt0011849	7.6	8
tt0011855	6.9	14
tt0011858	5.3	6
tt0011860	5.6	7
tt0011865	7.8	1252
tt0011866	5.3	9
tt0011870	6.4	1800
tt0011874	6.6	34
tt0011877	6.6	7
tt0011881	6.1	24
tt0011886	7.3	15
tt0011890	6.3	7
tt0011904	6.9	942
tt0011906	5.2	29
tt0011907	4.3	7
tt0011908	6.6	83
tt0011909	7.8	1164
tt0011916	6.2	23
tt0011922	6.7	596
tt0011923	5.9	7
tt0011925	5.5	18
tt0011927	6.4	5
tt0011929	7.0	25
tt0011935	4.4	5
tt0011938	6.3	17
tt0011942	6.9	30
tt0011944	5.0	8
tt0011948	7.1	308
tt0011949	6.3	36
tt0011952	8.3	9
tt0011953	5.5	13
tt0011956	6.2	6
tt0011958	6.6	31
tt0011960	7.1	874
tt0011968	4.6	30
tt0011973	6.1	7
tt0011974	5.4	5
tt0011977	6.7	7
tt0011979	6.9	393
tt0011984	7.2	2506
tt0011990	6.8	24
tt0011998	6.9	24
tt0011999	6.4	64
tt0012006	7.6	22
tt0012016	8.0	59
tt0012017	7.0	23
tt0012023	7.3	21
tt0012027	6.6	799
tt0012048	7.9	8
tt0012067	7.2	20
tt0012068	6.9	355
tt0012077	6.8	6
tt0012087	7.1	24
tt0012091	5.0	6
tt0012092	6.7	28
tt0012102	4.2	25
tt0012104	6.5	6
tt0012107	6.3	34
tt0012111	7.2	12
tt0012114	6.5	8
tt0012117	6.2	10
tt0012122	6.1	106
tt0012123	6.8	305
tt0012125	7.3	95
tt0012134	7.3	298
tt0012136	7.1	164
tt0012153	6.2	24
tt0012159	4.9	12
tt0012168	6.5	8
tt0012174	7.2	20
tt0012175	6.5	159
tt0012181	7.2	15
tt0012187	7.1	81
tt0012189	6.0	8
tt0012190	7.8	2827
tt0012192	5.6	12
tt0012194	4.2	25
tt0012202	6.9	8
tt0012205	6.2	20
tt0012219	6.1	8
tt0012224	7.8	3049
tt0012227	5.0	7
tt0012238	8.4	7
tt0012248	7.9	36
tt0012249	7.1	321
tt0012253	7.1	1627
tt0012255	7.0	2114
tt0012273	6.0	10
tt0012278	7.7	2149
tt0012281	6.8	173
tt0012284	7.2	12
tt0012293	6.1	16
tt0012297	8.8	13
tt0012303	6.3	576
tt0012304	7.5	2729
tt0012305	6.5	11
tt0012313	6.9	254
tt0012314	6.8	206
tt0012317	7.4	8
tt0012320	7.0	203
tt0012328	5.2	27
tt0012329	6.6	7
tt0012334	7.0	176
tt0012342	7.0	7
tt0012344	5.9	8
tt0012347	5.9	180
tt0012349	8.3	90277
tt0012350	8.2	10
tt0012352	6.2	8
tt0012358	5.0	5
tt0012362	6.3	6
tt0012364	8.1	8290
tt0012365	5.3	42
tt0012366	7.8	16
tt0012368	6.2	13
tt0012369	7.9	14
tt0012380	6.2	5
tt0012382	6.2	227
tt0012397	7.0	240
tt0012398	8.4	28
tt0012405	5.3	31
tt0012406	9.0	25
tt0012408	6.7	305
tt0012409	6.8	79
tt0012416	9.0	7
tt0012422	7.6	24
tt0012427	8.5	6
tt0012434	5.8	12
tt0012436	6.8	14
tt0012439	6.3	15
tt0012456	4.6	10
tt0012465	7.2	257
tt0012467	6.7	105
tt0012468	6.6	37
tt0012472	6.4	8
tt0012476	7.5	6
tt0012484	5.4	21
tt0012486	6.1	220
tt0012492	6.7	21
tt0012494	7.7	4284
tt0012496	6.0	5
tt0012497	5.2	5
tt0012499	7.6	1372
tt0012505	5.7	6
tt0012512	6.8	657
tt0012513	6.6	184
tt0012520	5.8	14
tt0012529	6.0	7
tt0012532	7.8	4248
tt0012538	6.7	405
tt0012541	6.8	6
tt0012543	7.0	2357
tt0012548	5.7	12
tt0012555	8.2	6
tt0012562	6.1	9
tt0012563	6.6	51
tt0012565	7.1	16
tt0012570	7.7	3305
tt0012581	4.7	9
tt0012591	6.7	20
tt0012600	7.0	25
tt0012618	6.2	22
tt0012619	9.3	6
tt0012620	5.7	1061
tt0012622	4.2	6
tt0012627	6.0	24
tt0012631	6.7	103
tt0012642	7.0	857
tt0012645	6.8	103
tt0012646	6.1	186
tt0012650	6.5	183
tt0012651	6.3	1143
tt0012657	6.7	71
tt0012664	7.4	5
tt0012675	7.1	2797
tt0012684	4.7	16
tt0012689	5.9	14
tt0012695	4.4	7
tt0012699	7.1	76
tt0012701	6.2	33
tt0012710	6.7	6
tt0012716	5.6	8
tt0012724	4.8	6
tt0012725	5.0	5
tt0012730	5.8	6
tt0012734	4.5	26
tt0012739	5.3	10
tt0012740	5.6	36
tt0012745	6.8	126
tt0012747	7.6	7
tt0012752	7.0	701
tt0012754	6.7	19
tt0012755	7.0	140
tt0012763	7.9	1633
tt0012769	6.1	113
tt0012771	6.1	22
tt0012775	6.2	13
tt0012788	8.5	6
tt0012794	6.4	5
tt0012806	6.4	265
tt0012807	5.5	8
tt0012814	7.3	7
tt0012815	7.5	11
tt0012818	4.6	25
tt0012830	7.2	10
tt0012838	5.2	11
tt0012839	6.7	32
tt0012843	6.0	31
tt0012855	7.7	6
tt0012856	5.2	5
tt0012862	5.4	7
tt0012864	7.2	5
tt0012868	6.7	11
tt0012873	6.6	7
tt0012877	4.2	6
tt0012879	8.0	20
tt0012881	8.2	5
tt0012885	6.2	12
tt0012891	3.6	5
tt0012894	5.6	10
tt0012898	4.4	7
tt0012917	7.9	15
tt0012920	5.0	7
tt0012926	7.0	10
tt0012928	8.0	604
tt0012937	6.7	7
tt0012938	7.6	2136
tt0012940	6.0	61
tt0012945	7.0	1992
tt0012948	5.5	8
tt0012949	6.4	21
tt0012952	7.2	1128
tt0012958	6.7	31
tt0012973	7.3	472
tt0012975	7.2	119
tt0012985	6.6	59
tt0012990	6.4	7
tt0012997	6.0	9
tt0012998	6.4	5
tt0013014	5.7	298
tt0013022	6.2	14
tt0013024	5.8	5
tt0013025	7.7	4802
tt0013033	7.2	279
tt0013051	5.3	9
tt0013055	6.9	1883
tt0013059	6.5	299
tt0013075	7.2	1064
tt0013076	6.2	9
tt0013078	6.1	13
tt0013084	7.5	13
tt0013085	6.3	291
tt0013086	7.9	6221
tt0013088	6.4	23
tt0013091	6.7	7
tt0013093	7.2	8
tt0013096	6.0	44
tt0013099	7.3	2056
tt0013114	5.0	5
tt0013117	6.0	7
tt0013118	6.3	33
tt0013121	7.3	6
tt0013122	6.8	92
tt0013127	6.3	90
tt0013134	6.6	124
tt0013135	7.6	8
tt0013139	6.4	5
tt0013140	7.3	2503
tt0013149	5.1	202
tt0013158	6.6	1581
tt0013169	6.7	300
tt0013170	7.1	8
tt0013182	7.8	16
tt0013193	6.6	41
tt0013194	5.8	47
tt0013201	7.1	1462
tt0013211	6.4	46
tt0013221	6.2	11
tt0013223	5.0	184
tt0013224	6.8	5
tt0013227	5.2	8
tt0013230	6.5	6
tt0013250	5.5	6
tt0013253	6.7	7
tt0013254	7.1	16
tt0013257	7.7	9561
tt0013263	7.0	39
tt0013267	4.6	8
tt0013275	6.4	60
tt0013276	4.1	13
tt0013281	7.0	65
tt0013284	7.3	18
tt0013293	6.6	9
tt0013299	4.7	6
tt0013301	7.4	20
tt0013303	4.7	7
tt0013304	8.1	30
tt0013312	6.4	117
tt0013321	3.7	21
tt0013322	8.7	16
tt0013323	5.4	332
tt0013332	6.9	235
tt0013336	7.1	19
tt0013339	5.3	6
tt0013341	6.0	569
tt0013342	6.8	51
tt0013343	5.7	39
tt0013344	8.2	5
tt0013356	6.8	10
tt0013363	5.6	9
tt0013367	5.6	176
tt0013369	6.8	24
tt0013372	7.3	352
tt0013373	6.7	44
tt0013376	7.3	9
tt0013386	6.8	245
tt0013388	6.0	20
tt0013402	7.5	272
tt0013404	6.6	272
tt0013406	7.4	7
tt0013407	6.3	7
tt0013416	5.8	295
tt0013422	6.7	1614
tt0013423	3.0	8
tt0013427	7.7	9226
tt0013428	7.0	94
tt0013433	5.4	9
tt0013436	5.7	6
tt0013439	6.9	21
tt0013442	8.0	77844
tt0013450	6.8	644
tt0013451	7.6	7
tt0013452	7.6	8
tt0013454	6.9	8
tt0013458	7.0	60
tt0013462	6.8	28
tt0013469	6.5	214
tt0013472	7.9	395
tt0013480	6.7	31
tt0013482	7.3	6
tt0013486	7.6	2993
tt0013488	6.9	77
tt0013494	6.1	46
tt0013496	7.0	1320
tt0013501	7.1	44
tt0013506	7.0	46
tt0013511	6.8	11
tt0013512	7.2	74
tt0013515	6.8	387
tt0013520	5.4	186
tt0013524	6.1	16
tt0013534	5.1	7
tt0013535	6.6	5
tt0013538	6.2	12
tt0013540	5.4	13
tt0013555	7.5	26
tt0013556	7.5	1775
tt0013571	6.6	629
tt0013572	5.0	15
tt0013573	6.6	43
tt0013574	7.4	62
tt0013579	7.0	722
tt0013590	7.8	73
tt0013592	6.4	325
tt0013596	3.4	8
tt0013597	5.8	499
tt0013603	4.1	22
tt0013607	5.9	122
tt0013611	7.4	53
tt0013617	6.1	12
tt0013619	6.1	147
tt0013620	5.5	13
tt0013624	6.4	7
tt0013626	6.8	1637
tt0013629	7.3	21
tt0013631	6.8	8
tt0013658	7.3	28
tt0013662	7.2	380
tt0013668	7.5	12
tt0013672	6.8	23
tt0013674	7.1	429
tt0013679	6.8	6
tt0013682	7.9	51
tt0013687	6.6	5
tt0013688	6.7	568
tt0013690	5.4	81
tt0013704	6.9	99
tt0013705	6.8	124
tt0013710	6.2	8
tt0013716	8.1	8
tt0013719	6.5	11
tt0013727	6.8	6
tt0013728	5.9	40
tt0013730	7.0	62
tt0013735	4.9	58
tt0013736	7.8	5
tt0013739	6.2	5
tt0013741	6.6	400
tt0013750	8.0	852
tt0013792	5.3	14
tt0013793	4.8	5
tt0013800	7.5	25
tt0013802	6.9	335
tt0013803	6.6	37
tt0013807	6.5	163
tt0013817	6.7	55
tt0013823	6.7	494
tt0013824	7.3	10
tt0013825	5.4	11
tt0013829	7.3	6
tt0013830	7.0	75
tt0013833	5.3	9
tt0013834	7.1	57
tt0013841	6.6	32
tt0013842	6.6	8
tt0013845	6.9	293
tt0013846	6.9	70
tt0013849	7.4	25
tt0013853	6.6	22
tt0013858	6.8	2331
tt0013861	5.3	6
tt0013865	6.8	66
tt0013866	4.0	6
tt0013867	7.1	11
tt0013868	7.0	75
tt0013871	4.1	8
tt0013872	7.0	22
tt0013877	7.9	7
tt0013879	7.5	6
tt0013882	7.6	8
tt0013885	6.1	14
tt0013886	6.6	7
tt0013892	7.1	23
tt0013896	6.2	32
tt0013902	8.4	8
tt0013905	8.0	9
tt0013906	5.6	14
tt0013908	6.9	12
tt0013909	7.5	295
tt0013912	6.4	50
tt0013916	6.9	95
tt0013917	4.9	8
tt0013920	5.7	7
tt0013925	6.6	8
tt0013926	6.6	24
tt0013930	6.0	21
tt0013932	6.3	44
tt0013933	7.8	871
tt0013938	4.0	9
tt0013940	6.3	41
tt0013949	6.0	7
tt0013950	5.6	12
tt0013951	6.8	411
tt0013955	5.8	5
tt0013961	6.0	5
tt0013962	6.0	9
tt0013965	7.0	6
tt0013973	6.6	61
tt0013975	7.1	15
tt0013981	9.1	7
tt0013982	7.0	69
tt0013984	5.4	10
tt0013992	5.7	603
tt0013994	6.3	177
tt0014003	6.8	16
tt0014012	6.3	14
tt0014013	6.9	34
tt0014014	7.3	67
tt0014015	5.2	5
tt0014021	3.1	9
tt0014022	6.2	32
tt0014023	7.2	5
tt0014029	7.7	947
tt0014031	3.2	22
tt0014032	5.8	5
tt0014034	6.7	21
tt0014039	5.9	8
tt0014040	7.2	10
tt0014045	7.3	38
tt0014046	6.7	17
tt0014051	7.0	27
tt0014057	6.0	8
tt0014063	7.2	469
tt0014064	6.3	47
tt0014068	7.4	11
tt0014069	7.1	8
tt0014073	4.1	14
tt0014074	7.8	18
tt0014081	6.2	28
tt0014090	5.8	5
tt0014097	5.2	14
tt0014100	6.6	29
tt0014108	7.2	126
tt0014109	7.3	919
tt0014112	5.6	86
tt0014113	4.3	7
tt0014116	6.0	6
tt0014118	7.6	5
tt0014127	6.8	5
tt0014137	6.9	23
tt0014138	5.3	11
tt0014139	8.2	6
tt0014141	7.4	9
tt0014142	7.3	4106
tt0014144	5.4	9
tt0014146	5.9	27
tt0014153	5.6	5
tt0014157	6.2	12
tt0014158	7.7	10
tt0014164	8.4	5
tt0014165	5.0	5
tt0014168	7.1	12
tt0014171	5.0	36
tt0014174	6.5	8
tt0014175	5.9	11
tt0014177	6.3	7
tt0014179	5.7	66
tt0014183	7.3	7
tt0014186	6.5	57
tt0014187	6.9	8
tt0014189	4.3	6
tt0014191	5.6	45
tt0014193	4.7	9
tt0014196	5.4	7
tt0014202	6.1	18
tt0014205	8.1	773
tt0014207	6.8	36
tt0014211	7.1	10
tt0014218	7.0	1743
tt0014228	8.3	6
tt0014229	6.0	26
tt0014241	5.9	53
tt0014248	5.8	6
tt0014249	7.3	6
tt0014262	7.1	7
tt0014264	6.8	15
tt0014269	4.5	13
tt0014284	6.3	10
tt0014285	9.2	30
tt0014293	5.7	37
tt0014298	7.4	17
tt0014301	6.3	15
tt0014302	6.9	20
tt0014303	4.2	12
tt0014309	7.1	25
tt0014310	7.2	14
tt0014316	5.7	59
tt0014320	7.0	50
tt0014321	5.0	43
tt0014322	7.5	6
tt0014323	6.0	53
tt0014332	2.8	5
tt0014339	7.2	18
tt0014341	7.9	8752
tt0014344	4.8	6
tt0014346	9.1	14
tt0014353	6.3	6
tt0014357	5.2	53
tt0014358	7.5	3532
tt0014363	6.8	48
tt0014379	8.1	8
tt0014385	7.0	18
tt0014388	6.5	6
tt0014391	5.8	11
tt0014397	6.9	214
tt0014398	6.4	7
tt0014406	6.5	1391
tt0014407	5.7	325
tt0014408	6.9	7
tt0014411	2.8	12
tt0014416	6.6	163
tt0014417	7.6	1489
tt0014419	5.8	167
tt0014423	6.6	12
tt0014429	8.2	15521
tt0014438	4.8	24
tt0014439	8.0	8
tt0014440	7.2	446
tt0014446	6.7	204
tt0014447	6.3	47
tt0014449	7.4	7
tt0014450	5.1	49
tt0014452	6.3	6
tt0014463	6.7	331
tt0014466	5.6	34
tt0014467	6.0	21
tt0014468	5.6	21
tt0014469	6.1	56
tt0014483	2.2	6
tt0014496	7.0	33
tt0014497	7.2	672
tt0014499	7.0	46
tt0014504	5.0	7
tt0014509	6.9	47
tt0014510	8.7	6
tt0014516	7.2	287
tt0014521	6.2	5
tt0014522	7.1	24
tt0014523	6.5	6
tt0014524	6.7	96
tt0014528	6.0	9
tt0014532	7.0	1589
tt0014538	7.1	3478
tt0014539	4.4	26
tt0014542	6.0	14
tt0014547	7.2	9
tt0014553	5.7	18
tt0014558	5.3	14
tt0014560	6.1	47
tt0014567	6.4	5
tt0014570	8.5	11
tt0014577	6.6	18
tt0014582	5.7	35
tt0014584	7.1	302
tt0014586	6.8	1395
tt0014588	6.8	6
tt0014600	7.3	31
tt0014602	7.3	18
tt0014604	7.2	127
tt0014605	7.0	340
tt0014606	6.8	89
tt0014607	5.7	69
tt0014608	5.8	10
tt0014611	7.4	1371
tt0014615	6.6	12
tt0014617	5.7	25
tt0014619	7.3	78
tt0014624	7.1	4168
tt0014636	8.0	701
tt0014639	5.3	19
tt0014644	5.3	18
tt0014645	5.5	6
tt0014646	6.6	2012
tt0014650	7.6	5
tt0014651	6.3	26
tt0014656	5.5	155
tt0014657	4.7	21
tt0014658	5.9	21
tt0014659	5.2	101
tt0014660	4.9	98
tt0014661	6.2	12
tt0014662	5.4	135
tt0014663	5.0	93
tt0014664	5.4	150
tt0014665	5.9	173
tt0014667	6.4	106
tt0014668	7.1	56
tt0014672	6.5	312
tt0014673	7.0	5
tt0014679	6.7	19
tt0014682	7.3	13
tt0014689	6.6	15
tt0014694	6.8	2360
tt0014696	6.5	22
tt0014699	5.4	5
tt0014701	6.8	12
tt0014702	6.9	356
tt0014706	6.6	10
tt0014707	6.0	5
tt0014713	6.8	12
tt0014720	5.2	11
tt0014721	6.2	97
tt0014733	7.9	9
tt0014734	6.2	10
tt0014749	6.6	34
tt0014752	7.0	13
tt0014759	6.6	29
tt0014760	7.1	155
tt0014762	6.7	14
tt0014763	6.7	103
tt0014767	7.6	7
tt0014770	6.8	176
tt0014774	6.9	7
tt0014775	3.4	5
tt0014776	7.0	5
tt0014782	6.4	19
tt0014788	6.2	11
tt0014797	6.7	35
tt0014811	6.0	20
tt0014817	6.0	8
tt0014826	6.1	78
tt0014839	7.7	6
tt0014845	6.2	5
tt0014854	7.3	90
tt0014857	5.9	38
tt0014866	5.5	11
tt0014867	6.6	8
tt0014869	7.9	579
tt0014872	7.5	2993
tt0014874	6.7	72
tt0014882	7.0	57
tt0014883	6.0	62
tt0014886	6.5	107
tt0014891	6.6	5
tt0014892	6.8	11
tt0014898	6.9	482
tt0014900	6.6	639
tt0014901	4.5	11
tt0014903	7.2	89
tt0014904	5.7	11
tt0014925	6.7	97
tt0014931	7.3	35
tt0014933	6.0	52
tt0014944	5.8	8
tt0014945	7.9	2736
tt0014946	6.3	6
tt0014950	6.0	9
tt0014953	6.6	8
tt0014960	3.9	9
tt0014967	7.7	87
tt0014968	7.2	16
tt0014970	4.6	9
tt0014972	7.9	2526
tt0014977	3.3	22
tt0014978	7.1	69
tt0014981	6.3	9
tt0014982	7.0	228
tt0014985	6.6	13
tt0014989	6.3	9
tt0014991	6.5	11
tt0014992	6.4	71
tt0014996	7.4	5
tt0014997	6.1	16
tt0014999	3.8	22
tt0015001	6.4	5
tt0015002	7.3	1090
tt0015004	8.5	11
tt0015014	7.4	570
tt0015015	6.2	5
tt0015016	7.3	1650
tt0015018	7.6	250
tt0015022	8.2	591
tt0015030	5.9	12
tt0015036	6.8	127
tt0015038	6.8	24
tt0015039	7.3	731
tt0015044	7.2	10
tt0015045	7.2	6
tt0015051	6.2	53
tt0015053	6.4	14
tt0015064	8.1	10624
tt0015068	7.0	25
tt0015071	6.8	17
tt0015076	7.0	108
tt0015091	7.4	11
tt0015096	7.6	88
tt0015104	6.8	27
tt0015116	7.9	882
tt0015117	6.8	18
tt0015119	7.4	920
tt0015133	6.3	18
tt0015136	7.2	1353
tt0015141	6.7	59
tt0015145	7.7	427
tt0015146	6.0	9
tt0015150	7.1	7
tt0015152	6.5	53
tt0015163	8.0	7805
tt0015164	5.7	45
tt0015167	6.7	759
tt0015168	7.0	49
tt0015171	6.8	9
tt0015174	7.9	3357
tt0015175	8.1	4437
tt0015177	6.5	62
tt0015180	6.1	9
tt0015184	5.5	6
tt0015189	7.0	6
tt0015197	5.1	11
tt0015200	7.3	86
tt0015202	7.1	1735
tt0015206	5.9	13
tt0015209	5.8	5
tt0015213	6.9	109
tt0015214	7.3	1336
tt0015217	6.3	30
tt0015219	6.4	61
tt0015224	7.4	706
tt0015228	6.4	106
tt0015229	7.6	5
tt0015232	6.9	16
tt0015233	5.6	8
tt0015239	6.4	11
tt0015245	5.8	32
tt0015253	5.8	48
tt0015256	9.0	5
tt0015258	6.2	20
tt0015263	6.2	8
tt0015268	7.1	353
tt0015270	7.7	10
tt0015273	7.1	7
tt0015284	6.5	46
tt0015289	6.6	123
tt0015299	8.2	13
tt0015310	7.2	394
tt0015312	7.8	201
tt0015313	7.3	10
tt0015322	5.7	10
tt0015324	8.2	29568
tt0015329	5.2	135
tt0015331	6.6	33
tt0015339	5.6	58
tt0015342	5.9	65
tt0015343	5.9	160
tt0015347	7.0	13
tt0015349	7.3	53
tt0015355	6.0	7
tt0015356	4.9	9
tt0015361	7.6	5971
tt0015375	5.2	5
tt0015376	7.2	10
tt0015377	5.6	63
tt0015378	7.0	90
tt0015384	6.2	1119
tt0015390	5.9	52
tt0015393	7.1	7
tt0015394	4.8	5
tt0015399	6.3	6
tt0015400	7.9	4779
tt0015407	4.4	5
tt0015409	7.2	39
tt0015413	5.5	8
tt0015414	6.6	5
tt0015419	6.6	5
tt0015423	6.5	11
tt0015426	3.0	11
tt0015431	6.8	111
tt0015433	5.9	7
tt0015442	6.7	7
tt0015443	6.1	14
tt0015444	6.0	10
tt0015451	8.8	5
tt0015452	7.4	5
tt0015453	5.8	5
tt0015456	6.5	18
tt0015457	6.0	20
tt0015460	5.9	10
tt0015465	6.9	7
tt0015466	5.3	7
tt0015471	7.7	9
tt0015477	5.6	197
tt0015491	6.3	21
tt0015492	7.1	11
tt0015493	6.4	179
tt0015494	7.4	14
tt0015495	6.4	9
tt0015498	7.0	349
tt0015500	7.9	269
tt0015504	5.6	14
tt0015508	7.1	47
tt0015518	9.0	43
tt0015522	6.0	56
tt0015524	6.0	30
tt0015526	6.8	10
tt0015532	7.8	4441
tt0015533	6.4	17
tt0015535	5.4	8
tt0015542	5.8	14
tt0015543	6.0	16
tt0015547	6.8	10
tt0015548	7.8	5
tt0015551	4.9	79
tt0015552	5.2	87
tt0015553	5.1	108
tt0015554	4.8	66
tt0015555	4.8	69
tt0015556	4.7	61
tt0015557	5.6	14
tt0015558	5.6	129
tt0015559	5.6	43
tt0015560	5.1	149
tt0015561	5.1	74
tt0015562	5.5	114
tt0015563	6.0	210
tt0015564	4.9	144
tt0015569	4.8	27
tt0015570	6.0	17
tt0015577	6.7	43
tt0015589	6.2	5
tt0015592	6.8	108
tt0015602	5.7	6
tt0015612	6.1	63
tt0015617	7.8	6
tt0015620	5.6	8
tt0015621	6.5	20
tt0015624	8.2	5536
tt0015626	7.0	5
tt0015627	6.1	23
tt0015632	6.6	13
tt0015634	6.2	558
tt0015635	6.4	45
tt0015643	7.0	170
tt0015644	6.2	5
tt0015648	8.0	46415
tt0015653	3.9	11
tt0015657	6.1	49
tt0015661	5.3	6
tt0015662	7.2	9
tt0015663	6.4	10
tt0015665	7.0	5
tt0015669	5.8	34
tt0015670	7.3	63
tt0015673	7.3	965
tt0015684	6.7	467
tt0015686	6.2	50
tt0015687	6.8	210
tt0015691	6.2	29
tt0015693	7.4	632
tt0015700	6.9	36
tt0015702	6.4	38
tt0015714	6.2	16
tt0015716	6.9	8
tt0015724	6.2	19
tt0015727	6.8	25
tt0015728	7.3	10
tt0015730	7.2	5
tt0015735	8.8	16
tt0015739	7.6	9
tt0015740	5.8	11
tt0015742	7.0	5
tt0015745	7.1	9
tt0015749	5.7	15
tt0015750	6.0	40
tt0015751	6.1	9
tt0015758	7.1	349
tt0015763	6.4	267
tt0015765	8.1	7
tt0015766	6.7	21
tt0015768	7.2	1410
