tconst	parentTconst	seasonNumber	episodeNumber
tt0394599	tt0213345	\N	\N
tt0394600	tt0213345	\N	\N
tt0394602	tt0090440	9	10
tt0394603	tt0090440	10	5
tt0394604	tt0090440	10	1
tt0394605	tt0090440	10	7
tt0394607	tt0090440	9	9
tt0394608	tt0318220	9	5
tt0394612	tt0108793	1	1
tt0394613	tt0108793	5	14
tt0394614	tt0075513	1	1
tt0394615	tt0078622	3	21
tt0394616	tt0070994	1	9
tt0394617	tt0070994	1	10
tt0394618	tt0062568	11	21
tt0394619	tt0111999	5	15
tt0394620	tt0111999	5	16
tt0394621	tt0061263	3	18
tt0394622	tt0270780	2	2
tt0394623	tt0270780	2	3
tt0394624	tt0270780	2	4
tt0394625	tt0300776	\N	\N
tt0394626	tt0300776	\N	\N
tt0394627	tt0300776	\N	\N
tt0394628	tt0261475	2	4
tt0394629	tt0318224	38	10
tt0394632	tt0108810	4	1
tt0394633	tt0074007	5	24
tt0394634	tt0061266	7	13
tt0394635	tt0092381	4	9
tt0394636	tt0118363	2	7
tt0394637	tt0118363	1	1
tt0394639	tt0106042	5	4
tt0394640	tt0173567	1	8
tt0394641	tt0108829	4	4
tt0394642	tt0108829	4	5
tt0394643	tt0108829	10	4
tt0394644	tt0063920	2	7
tt0394645	tt0063920	3	11
tt0394646	tt0063920	7	2
tt0394647	tt0063920	4	7
tt0394648	tt0063920	3	9
tt0394649	tt0063920	3	4
tt0394650	tt0063920	2	13
tt0394651	tt0063920	6	2
tt0394652	tt0063920	1	13
tt0394653	tt0063920	3	2
tt0394654	tt0063920	4	12
tt0394655	tt0063920	6	1
tt0394656	tt0063920	2	4
tt0394657	tt0063920	6	5
tt0394658	tt0063920	2	14
tt0394659	tt0063920	4	10
tt0394660	tt0063920	3	3
tt0394661	tt0063920	4	9
tt0394662	tt0063920	5	8
tt0394663	tt0063920	7	10
tt0394664	tt0063920	5	7
tt0394665	tt0063920	1	9
tt0394666	tt0063920	7	1
tt0394667	tt0063920	3	10
tt0394668	tt0063920	7	13
tt0394669	tt0063920	8	1
tt0394670	tt0063920	5	12
tt0394671	tt0063920	6	8
tt0394672	tt0063920	2	5
tt0394673	tt0063920	6	12
tt0394674	tt0063920	1	7
tt0394675	tt0063920	3	13
tt0394676	tt0063920	2	12
tt0394677	tt0063920	5	3
tt0394678	tt0063920	2	10
tt0394679	tt0063920	7	6
tt0394680	tt0063920	3	5
tt0394681	tt0063920	6	14
tt0394682	tt0063920	3	7
tt0394683	tt0063920	1	2
tt0394684	tt0063920	2	6
tt0394685	tt0063920	6	7
tt0394686	tt0063920	3	1
tt0394687	tt0063920	7	5
tt0394688	tt0063920	2	11
tt0394689	tt0063920	7	4
tt0394690	tt0063920	7	12
tt0394691	tt0063920	4	11
tt0394692	tt0063920	1	5
tt0394693	tt0063920	5	10
tt0394694	tt0063920	6	3
tt0394695	tt0063920	5	6
tt0394696	tt0063920	7	8
tt0394697	tt0063920	6	10
tt0394698	tt0063920	2	1
tt0394699	tt0063920	2	3
tt0394700	tt0063920	1	6
tt0394701	tt0063920	7	11
tt0394702	tt0063920	1	3
tt0394703	tt0063920	5	1
tt0394704	tt0063920	3	14
tt0394705	tt0063920	1	11
tt0394706	tt0063920	1	10
tt0394707	tt0063920	5	4
tt0394708	tt0063920	4	3
tt0394709	tt0063920	6	13
tt0394710	tt0063920	6	9
tt0394711	tt0063920	5	11
tt0394712	tt0063920	5	9
tt0394713	tt0063920	6	4
tt0394714	tt0063920	7	7
tt0394715	tt0063920	4	8
tt0394716	tt0063920	5	5
tt0394717	tt0063920	3	12
tt0394718	tt0063920	2	2
tt0394719	tt0063920	7	9
tt0394720	tt0063920	5	13
tt0394721	tt0063920	5	2
tt0394722	tt0063920	2	8
tt0394723	tt0063920	3	8
tt0394724	tt0063920	6	6
tt0394725	tt0063920	4	5
tt0394726	tt0063920	1	8
tt0394727	tt0063920	8	2
tt0394728	tt0063920	1	4
tt0394729	tt0063920	4	2
tt0394730	tt0063920	3	6
tt0394731	tt0063920	1	1
tt0394732	tt0063920	4	6
tt0394733	tt0063920	4	1
tt0394734	tt0063920	6	15
tt0394735	tt0063920	2	9
tt0394736	tt0063920	1	14
tt0394737	tt0063920	1	12
tt0394738	tt0063920	7	3
tt0394739	tt0063920	4	4
tt0394740	tt0065308	4	2
tt0394741	tt0039123	8	9
tt0394742	tt0108832	2	4
tt0394743	tt0108832	2	2
tt0394744	tt0118378	11	10
tt0394745	tt0118378	6	3
tt0394750	tt0312895	1	2
tt0394751	tt0312895	1	3
tt0394752	tt0098844	2	3
tt0394753	tt0098844	3	6
tt0394754	tt0106055	1	1
tt0394755	tt0106055	1	6
tt0394756	tt0106055	1	2
tt0394757	tt0106055	1	5
tt0394758	tt0106055	1	3
tt0394759	tt0062689	1	3
tt0394761	tt0062689	1	4
tt0394763	tt0045409	2	14
tt0394764	tt0115243	1	1
tt0394765	tt0178149	2	9
tt0394766	tt0178149	2	1
tt0394767	tt0178149	2	11
tt0394768	tt0178149	2	12
tt0394769	tt0139780	1	10
tt0394770	tt0139780	1	1
tt0394771	tt0090477	3	14
tt0394772	tt0096641	\N	\N
tt0394773	tt0096641	\N	\N
tt0394774	tt0096641	\N	\N
tt0394775	tt0096641	\N	\N
tt0394776	tt0068099	1	3
tt0394777	tt0090481	4	1
tt0394778	tt0066685	5	3
tt0394779	tt0066685	4	6
tt0394780	tt0066685	6	5
tt0394781	tt0066685	6	3
tt0394782	tt0045412	1	1
tt0394783	tt0118401	6	5
tt0394784	tt0118401	4	5
tt0394785	tt0118401	1	5
tt0394786	tt0118401	3	1
tt0394787	tt0199248	9	5
tt0394788	tt0199248	5	10
tt0394789	tt0199248	9	2
tt0394790	tt0199248	16	12
tt0394791	tt0199248	9	37
tt0394792	tt0199248	12	59
tt0394793	tt0115275	4	9
tt0394794	tt0094512	2	23
tt0394795	tt0094512	2	8
tt0394796	tt0094512	3	13
tt0394797	tt0094512	1	18
tt0394798	tt0094512	1	8
tt0394799	tt0094512	3	10
tt0394800	tt0101148	1	6
tt0394801	tt0384751	\N	\N
tt0394802	tt0384751	\N	\N
tt0394803	tt0384751	\N	\N
tt0394804	tt0384751	\N	\N
tt0394805	tt0101149	1	5
tt0394806	tt0361214	\N	\N
tt0394807	tt0146386	\N	\N
tt0394808	tt0057775	\N	\N
tt0394809	tt0096658	11	1
tt0394810	tt0096658	10	1
tt0394811	tt0283205	2	6
tt0394812	tt0283205	2	11
tt0394813	tt0283205	2	15
tt0394814	tt0283205	2	1
tt0394815	tt0283205	2	4
tt0394816	tt0283205	2	12
tt0394817	tt0283205	2	16
tt0394818	tt0283205	2	5
tt0394819	tt0283205	2	3
tt0394820	tt0283205	2	8
tt0394821	tt0283205	2	13
tt0394822	tt0283205	2	14
tt0394823	tt0283205	2	9
tt0394824	tt0283205	2	10
tt0394826	tt0115290	\N	\N
tt0394827	tt0080252	1	6
tt0394828	tt0080252	1	8
tt0394829	tt0200358	39	7
tt0394834	tt0071033	1	1
tt0394836	tt0048893	2	23
tt0394837	tt0048893	2	38
tt0394838	tt0094525	3	7
tt0394839	tt0126168	1	21
tt0394840	tt0302163	\N	\N
tt0394841	tt0302163	1	21
tt0394842	tt0115320	3	8
tt0394843	tt0115320	2	11
tt0394844	tt0046637	2	11
tt0394845	tt0046637	2	8
tt0394846	tt0046637	1	9
tt0394847	tt0046637	2	10
tt0394848	tt0046637	1	12
tt0394849	tt0046637	2	12
tt0394850	tt0046637	3	3
tt0394851	tt0046637	1	13
tt0394852	tt0046637	3	2
tt0394853	tt0046637	1	10
tt0394854	tt0046637	1	8
tt0394855	tt0046637	2	13
tt0394857	tt0046637	1	2
tt0394858	tt0046637	1	6
tt0394859	tt0115326	3	9
tt0394860	tt0115326	3	13
tt0394861	tt0088591	1	6
tt0394862	tt0103519	1	2
tt0394863	tt0103519	3	12
tt0394864	tt0103519	1	11
tt0394865	tt0143058	3	4
tt0394866	tt0143058	3	3
tt0394867	tt0143058	3	5
tt0394869	tt0173594	1	6
tt0394870	tt0173594	1	5
tt0394871	tt0182408	2	2
tt0394872	tt0043228	6	23
tt0394873	tt0043228	1	1
tt0394874	tt0043228	4	35
tt0394875	tt0260651	1	7
tt0394876	tt0260651	1	6
tt0394877	tt0260651	1	1
tt0394878	tt0260651	1	8
tt0394879	tt0106126	2	19
tt0394880	tt0259806	9	1
tt0394881	tt0259806	4	1
tt0394882	tt0259806	9	4
tt0394883	tt0259806	7	1
tt0394884	tt0259806	6	6
tt0394885	tt0259806	8	5
tt0394886	tt0069630	1	1
tt0394887	tt0163492	2	4
tt0394888	tt0101198	8	8
tt0394889	tt0101198	8	13
tt0394890	tt0081930	5	18
tt0394891	tt0358883	2	1
tt0394892	tt0279600	1	2
tt0394893	tt0121955	1	1
tt0394895	tt0112174	1	19
tt0394896	tt0098913	\N	\N
tt0394897	tt0382485	1	1
tt0394898	tt0382485	\N	\N
tt0394899	tt0382485	\N	\N
tt0394900	tt0382485	\N	\N
tt0394901	tt0382485	\N	\N
tt0394902	tt0382485	1	3
tt0394903	tt0060028	1	13
tt0394904	tt0060028	1	11
tt0394905	tt0060028	1	8
tt0394906	tt0106145	4	1
tt0394907	tt0106145	7	25
tt0394908	tt0112178	3	16
tt0394909	tt0112178	5	10
tt0394910	tt0112178	5	15
tt0394911	tt0112178	7	25
tt0394912	tt0112178	7	9
tt0394913	tt0112178	4	18
tt0394914	tt0112178	7	12
tt0394915	tt0112178	3	7
tt0394916	tt0112178	7	16
tt0394917	tt0384772	\N	\N
tt0394918	tt0052511	1	27
tt0394920	tt0040051	9	20
tt0394921	tt0040051	9	21
tt0394922	tt0052512	1	5
tt0394923	tt0106147	\N	\N
tt0394924	tt0250764	1	14
tt0394925	tt0250764	1	60
tt0394926	tt0250764	1	54
tt0394927	tt0398577	\N	\N
tt0394928	tt0398577	\N	\N
tt0394929	tt0398577	\N	\N
tt0394931	tt0131187	1	11
tt0394932	tt0362378	\N	\N
tt0394933	tt0096708	5	10
tt0394934	tt0096708	2	1
tt0394935	tt0096708	5	1
tt0394936	tt0122837	1	4
tt0394937	tt0096708	3	11
tt0394938	tt0086814	1	4
tt0394939	tt0115385	1	12
tt0394940	tt0382491	16	35
tt0394941	tt0382491	14	25
tt0394942	tt0382491	14	28
tt0394943	tt0382491	14	29
tt0394944	tt0382491	13	9
tt0394945	tt0046593	6	22
tt0394946	tt0060036	1	29
tt0394947	tt0098929	3	14
tt0394948	tt0098929	3	15
tt0394949	tt0098929	3	17
tt0394950	tt0098929	3	18
tt0394951	tt0098929	1	1
tt0394952	tt0098929	3	19
tt0394953	tt0098929	3	2
tt0394954	tt0098929	2	1
tt0394955	tt0098929	1	11
tt0394956	tt0098929	2	2
tt0394957	tt0098929	2	3
tt0394958	tt0098929	2	5
tt0394959	tt0098929	2	6
tt0394960	tt0108968	3	19
tt0394961	tt0324924	\N	\N
tt0394962	tt0115403	1	8
tt0394963	tt0115403	1	10
tt0394964	tt0161204	1	1
tt0394965	tt0045449	2	14
tt0394967	tt0357400	2	1
tt0394968	tt0357400	1	4
tt0394969	tt0357400	1	12
tt0394970	tt0331805	3	1
tt0394971	tt0057798	1	23
tt0394972	tt0182651	1	7
tt0394973	tt0182651	1	12
tt0394974	tt0182651	1	4
tt0394975	tt0182651	1	13
tt0394976	tt0106168	1	1
tt0394978	tt0068149	2	9
tt0394979	tt0051328	1	20
tt0394980	tt0051328	1	21
tt0394981	tt0088639	\N	\N
tt0394982	tt0088639	\N	\N
tt0394983	tt0088639	\N	\N
tt0394984	tt0088639	\N	\N
tt0394985	tt0088639	\N	\N
tt0394986	tt0088639	\N	\N
tt0394987	tt0106178	9	5
tt0394988	tt0106178	9	2
tt0394989	tt0294227	\N	\N
tt0394990	tt0112230	4	21
tt0394991	tt0363392	\N	\N
tt0394992	tt0363392	\N	\N
tt0394993	tt0363392	\N	\N
tt0394994	tt0363392	\N	\N
tt0394995	tt0363392	\N	\N
tt0394996	tt0363392	\N	\N
tt0394997	tt0363392	\N	\N
tt0394998	tt0103586	1	1
tt0394999	tt0103586	2	11
tt0395000	tt0103586	2	8
tt0395017	tt7163910	1	4
tt0395018	tt7163910	1	3
tt0395019	tt7163910	1	10
tt0395020	tt7163910	1	9
tt0395021	tt7163910	1	8
tt0395022	tt7163910	1	6
tt0395023	tt7163910	1	13
tt0395024	tt7163910	1	5
tt0395025	tt7163910	1	7
tt0395026	tt7163910	1	1
tt0395027	tt7163910	1	12
tt0395028	tt7163910	1	11
tt0395029	tt7163910	1	2
tt0395094	tt0092322	\N	\N
tt0395178	tt0988820	2	3
tt0395179	tt0988820	2	2
tt0395277	tt0806910	1	590
tt0395322	tt0896232	\N	\N
tt0395323	tt0896232	\N	\N
tt0395324	tt0896232	\N	\N
tt0395330	tt0861749	7	4
tt0395342	tt0103349	3	8
tt0395358	tt0861749	3	14
tt0395416	tt0357400	1	1
tt0395430	tt0092322	\N	\N
tt0395431	tt0092322	\N	\N
tt0395450	tt1229946	6	10
tt0395475	tt0092322	\N	\N
tt0395499	tt0092322	\N	\N
tt0395574	tt1229946	3	3
tt0395597	tt0200358	42	2
tt0395604	tt0896232	\N	\N
tt0395605	tt0896232	\N	\N
tt0395606	tt0896232	\N	\N
tt0395607	tt0896232	\N	\N
tt0395615	tt0861749	9	2
tt0395741	tt0463399	\N	\N
tt0395915	tt0092322	\N	\N
tt0395916	tt0092322	\N	\N
tt0395917	tt0092322	\N	\N
tt0395918	tt0092322	\N	\N
tt0395919	tt0092322	\N	\N
tt0395920	tt0092322	\N	\N
tt0395921	tt0092322	\N	\N
tt0395967	tt0165592	4	19
tt0396045	tt0297626	12	9
tt0396047	tt0346222	3	8
tt0396084	tt0861749	10	1
tt0396107	tt0135722	4	2
tt0396218	tt1213665	1	103
tt0396227	tt0958967	1	18
tt0396256	tt0861749	6	7
tt0396277	tt3776668	5	2
tt0396287	tt3855934	1	1
tt0396310	tt0155428	\N	\N
tt0396311	tt0155428	3	50
tt0396312	tt0155428	2	26
tt0396418	tt0092322	\N	\N
tt0396419	tt0092322	\N	\N
tt0396420	tt0092322	\N	\N
tt0396422	tt0815353	\N	\N
tt0396429	tt5884844	\N	\N
tt0396430	tt0383154	\N	\N
tt0396505	tt0889263	1	5
tt0396516	tt0115122	1	46
tt0396549	tt0147760	8	4
tt0396554	tt0260607	\N	\N
tt0396580	tt0861749	5	6
tt0396590	tt0463399	\N	\N
tt0396593	tt0092322	\N	\N
tt0396657	tt0165326	\N	\N
tt0396665	tt0463399	\N	\N
tt0396669	tt0463399	\N	\N
tt0396693	tt0463399	3	11
tt0396698	tt1314953	1	16
tt0396714	tt0990935	4	15
tt0396770	tt0463399	6	7
tt0396779	tt0199184	15	23
tt0396840	tt0463399	6	22
tt0396843	tt0907694	1	45
tt0396852	tt0914702	3	33
tt0396865	tt1366306	\N	\N
tt0396911	tt0768816	2	4
tt0397023	tt0092322	\N	\N
tt0397024	tt0092322	\N	\N
tt0397025	tt0092322	\N	\N
tt0397026	tt0092322	\N	\N
tt0397027	tt0092322	\N	\N
tt0397028	tt0092322	\N	\N
tt0397029	tt0092322	\N	\N
tt0397030	tt0092322	\N	\N
tt0397031	tt0092322	\N	\N
tt0397047	tt0914702	8	23
tt0397055	tt0861749	11	5
tt0397058	tt0990935	4	24
tt0397066	tt0297626	5	10
tt0397069	tt0057775	\N	\N
tt0397070	tt0896232	\N	\N
tt0397082	tt0297626	6	10
tt0397163	tt0290358	\N	\N
tt0397164	tt0290358	\N	\N
tt0397236	tt0092322	\N	\N
tt0397237	tt0092322	\N	\N
tt0397238	tt0092322	\N	\N
tt0397239	tt0092322	\N	\N
tt0397240	tt0092322	\N	\N
tt0397241	tt0092322	\N	\N
tt0397242	tt0092322	\N	\N
tt0397243	tt0092322	\N	\N
tt0397244	tt0092322	\N	\N
tt0397245	tt0092322	\N	\N
tt0397246	tt0092322	\N	\N
tt0397247	tt0092322	\N	\N
tt0397248	tt0092322	\N	\N
tt0397249	tt0092322	\N	\N
tt0397250	tt0092322	\N	\N
tt0397251	tt0092322	\N	\N
tt0397252	tt0092322	\N	\N
tt0397253	tt0092322	\N	\N
tt0397254	tt0092322	\N	\N
tt0397255	tt0092322	\N	\N
tt0397256	tt0092322	\N	\N
tt0397257	tt0092322	\N	\N
tt0397258	tt0092322	\N	\N
tt0397259	tt0092322	\N	\N
tt0397260	tt0092322	\N	\N
tt0397261	tt0092322	\N	\N
tt0397262	tt0092322	\N	\N
tt0397263	tt0092322	\N	\N
tt0397264	tt0092322	\N	\N
tt0397265	tt0092322	\N	\N
tt0397266	tt0092322	\N	\N
tt0397267	tt0092322	\N	\N
tt0397268	tt0092322	\N	\N
tt0397269	tt0092322	\N	\N
tt0397270	tt0092322	\N	\N
tt0397271	tt0092322	\N	\N
tt0397272	tt0092322	\N	\N
tt0397273	tt0092322	\N	\N
tt0397274	tt0092322	\N	\N
tt0397275	tt0092322	\N	\N
tt0397276	tt0092322	\N	\N
tt0397277	tt0092322	\N	\N
tt0397278	tt0092322	\N	\N
tt0397279	tt0092322	\N	\N
tt0397280	tt0092322	\N	\N
tt0397281	tt0092322	\N	\N
tt0397282	tt0092322	\N	\N
tt0397283	tt0092322	\N	\N
tt0397284	tt0092322	\N	\N
tt0397285	tt0092322	\N	\N
tt0397286	tt0092322	\N	\N
tt0397287	tt0092322	\N	\N
tt0397288	tt0092322	\N	\N
tt0397289	tt0092322	\N	\N
tt0397290	tt0092322	\N	\N
tt0397291	tt0092322	\N	\N
tt0397292	tt0092322	\N	\N
tt0397293	tt0092322	\N	\N
tt0397294	tt0092322	1	15
tt0397295	tt0092322	\N	\N
tt0397296	tt0092322	\N	\N
tt0397297	tt0092322	\N	\N
tt0397382	tt1229901	\N	\N
tt0397457	tt1229946	7	9
tt0397459	tt0133302	19	11
tt0397523	tt6501498	\N	\N
tt0397549	tt3469694	1	2
tt0397591	tt1199576	1	2
tt0397758	tt0094416	16	5
tt0397858	tt0092322	\N	\N
tt0397859	tt0092322	\N	\N
tt0397860	tt0092322	\N	\N
tt0397861	tt0092322	\N	\N
tt0397862	tt0092322	\N	\N
tt0397863	tt0092322	\N	\N
tt0397864	tt0092322	\N	\N
tt0397865	tt0092322	\N	\N
tt0397866	tt0092322	\N	\N
tt0397867	tt0092322	\N	\N
tt0397868	tt0092322	\N	\N
tt0397869	tt0092322	\N	\N
tt0397870	tt0092322	\N	\N
tt0397871	tt0092322	\N	\N
tt0397872	tt0092322	\N	\N
tt0397873	tt0092322	\N	\N
tt0397874	tt0092322	\N	\N
tt0397875	tt0092322	\N	\N
tt0397876	tt0092322	\N	\N
tt0397877	tt0092322	\N	\N
tt0397878	tt0092322	\N	\N
tt0397879	tt0092322	\N	\N
tt0397880	tt0092322	\N	\N
tt0397881	tt0092322	\N	\N
tt0397919	tt0486531	5	5
tt0397939	tt0298665	6	5
tt0397956	tt0914702	12	1
tt0397960	tt0294064	\N	\N
tt0397982	tt0497480	2	4
tt0397983	tt0412113	1	2
tt0398053	tt0262166	1	2
tt0398054	tt0262166	1	3
tt0398097	tt0914702	5	39
tt0398114	tt0271907	1	12
tt0398201	tt0161126	1	15
tt0398235	tt0094483	1	4
tt0398241	tt0861749	1	4
tt0398274	tt0914702	9	51
tt0398280	tt0868511	1	1
tt0398342	tt0861749	7	1
tt0398344	tt0877506	\N	\N
tt0398347	tt0990935	4	4
tt0398381	tt0914702	9	53
tt0398399	tt0298665	2	17
tt0398436	tt0468293	1	1
tt0398527	tt0146386	\N	\N
tt0398541	tt0294167	1	9
tt0398545	tt0094525	4	2
tt0398552	tt0176095	8	1
tt0398598	tt0386989	2	2
tt0398621	tt0779826	\N	\N
tt0398643	tt0092322	\N	\N
tt0398644	tt0092322	\N	\N
tt0398645	tt0092322	\N	\N
tt0398646	tt0092322	\N	\N
tt0398647	tt0092322	\N	\N
tt0398648	tt0092322	\N	\N
tt0398649	tt0092322	\N	\N
tt0398650	tt0092322	\N	\N
tt0398868	tt5955168	6	2
tt0398869	tt0861749	2	5
tt0398870	tt0861749	1	1
tt0398917	tt0147760	8	1
tt0398919	tt4455700	1	4
tt0398978	tt1729107	2	1
tt0399047	tt0969784	2	17
tt0399091	tt1556087	1	1
tt0399125	tt0397825	1	5
tt0399197	tt0896232	\N	\N
tt0399198	tt0896232	\N	\N
tt0399199	tt0896232	\N	\N
tt0399310	tt0324924	\N	\N
tt0399424	tt1403933	1	8
tt0399549	tt1270710	4	2
tt0399619	tt1729107	1	6
tt0399721	tt0463399	8	22
tt0399946	tt0115088	14	9
tt0399947	tt0103349	\N	\N
tt0399948	tt0103349	\N	\N
tt0399999	tt0320080	\N	\N
tt0400053	tt0331805	4	2
tt0400084	tt0092322	\N	\N
tt0400085	tt0092322	\N	\N
tt0400086	tt0092322	\N	\N
tt0400087	tt0092322	\N	\N
tt0400088	tt0092322	\N	\N
tt0400089	tt0092322	\N	\N
tt0400090	tt0092322	\N	\N
tt0400091	tt0092322	\N	\N
tt0400092	tt0092322	\N	\N
tt0400093	tt0092322	\N	\N
tt0400094	tt0092322	\N	\N
tt0400095	tt0092322	\N	\N
tt0400096	tt0092322	\N	\N
tt0400097	tt0092322	\N	\N
tt0400098	tt0092322	\N	\N
tt0400099	tt0092322	\N	\N
tt0400100	tt0092322	\N	\N
tt0400101	tt0092322	\N	\N
tt0400102	tt0092322	\N	\N
tt0400103	tt0092322	\N	\N
tt0400104	tt0092322	\N	\N
tt0400105	tt0092322	\N	\N
tt0400106	tt0092322	\N	\N
tt0400107	tt0092322	\N	\N
tt0400108	tt0092322	\N	\N
tt0400109	tt0092322	\N	\N
tt0400110	tt0092322	\N	\N
tt0400111	tt0092322	\N	\N
tt0400112	tt0092322	\N	\N
tt0400113	tt0092322	\N	\N
tt0400114	tt0092322	\N	\N
tt0400115	tt0092322	\N	\N
tt0400116	tt0092322	\N	\N
tt0400117	tt0092322	\N	\N
tt0400118	tt0092322	\N	\N
tt0400119	tt0092322	\N	\N
tt0400121	tt0092322	\N	\N
tt0400122	tt0092322	\N	\N
tt0400123	tt0092322	\N	\N
tt0400124	tt0092322	\N	\N
tt0400125	tt0092322	\N	\N
tt0400126	tt0092322	\N	\N
tt0400127	tt0092322	\N	\N
tt0400128	tt0092322	\N	\N
tt0400129	tt0092322	\N	\N
tt0400130	tt0092322	\N	\N
tt0400131	tt0092322	\N	\N
tt0400132	tt0092322	\N	\N
tt0400133	tt0092322	\N	\N
tt0400134	tt0092322	\N	\N
tt0400135	tt0092322	\N	\N
tt0400143	tt1232216	1	3
tt0400158	tt0103349	\N	\N
tt0400159	tt0103349	\N	\N
tt0400160	tt0103349	5	9
tt0400161	tt0103349	5	7
tt0400162	tt0103349	6	3
tt0400163	tt0103349	\N	\N
tt0400164	tt0103349	\N	\N
tt0400165	tt0103349	7	4
tt0400166	tt0103349	5	1
tt0400167	tt0103349	7	13
tt0400168	tt0103349	\N	\N
tt0400259	tt0115122	1	47
tt0400302	tt0969784	2	25
tt0400337	tt0762803	4	4
tt0400338	tt0147760	8	3
tt0400339	tt0147760	8	2
tt0400344	tt0969784	2	21
tt0400348	tt0486425	\N	\N
tt0400369	tt0969784	1	5
tt0400465	tt0969784	1	11
tt0400501	tt1229946	8	5
tt0400502	tt1229946	12	8
tt0400503	tt1229946	14	7
tt0400504	tt1229946	4	2
tt0400505	tt1229946	9	6
tt0400541	tt1141678	2	1
tt0400543	tt0896232	\N	\N
tt0400627	tt0762803	4	6
tt0400649	tt0297626	10	13
tt0400662	tt1784086	2	7
tt0400663	tt0320080	\N	\N
tt0400664	tt0320080	\N	\N
tt0400665	tt0320080	\N	\N
tt0400741	tt0806901	33	2
tt0400742	tt0806901	33	3
tt0400792	tt0218792	\N	\N
tt0400802	tt0847709	1	12
tt0400816	tt4218264	1	3
tt0400849	tt1213665	1	97
tt0400851	tt0874684	1	15
tt0400856	tt0762803	4	5
tt0400875	tt0806910	1	557
tt0400908	tt0762803	6	21
tt0400925	tt0969784	2	1
tt0400970	tt0385370	\N	\N
tt0401025	tt0305056	\N	\N
tt0401045	tt0200358	39	12
tt0401093	tt0092322	\N	\N
tt0401094	tt0092322	\N	\N
tt0401095	tt0092322	\N	\N
tt0401096	tt0092322	\N	\N
tt0401097	tt0092322	\N	\N
tt0401098	tt0092322	\N	\N
tt0401099	tt0092322	\N	\N
tt0401100	tt0092322	\N	\N
tt0401101	tt0092322	\N	\N
tt0401102	tt0092322	\N	\N
tt0401103	tt0092322	\N	\N
tt0401104	tt0092322	\N	\N
tt0401105	tt0092322	\N	\N
tt0401106	tt0092322	\N	\N
tt0401107	tt0092322	\N	\N
tt0401108	tt0092322	\N	\N
tt0401109	tt0092322	\N	\N
tt0401110	tt0092322	\N	\N
tt0401111	tt0092322	\N	\N
tt0401112	tt0092322	\N	\N
tt0401113	tt0092322	\N	\N
tt0401114	tt0092322	\N	\N
tt0401115	tt0092322	\N	\N
tt0401116	tt0092322	\N	\N
tt0401117	tt0092322	\N	\N
tt0401118	tt0092322	\N	\N
tt0401119	tt0092322	\N	\N
tt0401120	tt0092322	\N	\N
tt0401121	tt0092322	\N	\N
tt0401122	tt0092322	\N	\N
tt0401123	tt0092322	\N	\N
tt0401124	tt0092322	\N	\N
tt0401125	tt0092322	\N	\N
tt0401126	tt0092322	\N	\N
tt0401127	tt0092322	\N	\N
tt0401128	tt0092322	\N	\N
tt0401129	tt0092322	\N	\N
tt0401130	tt0092322	\N	\N
tt0401131	tt0092322	\N	\N
tt0401132	tt0092322	\N	\N
tt0401133	tt0092322	\N	\N
tt0401134	tt0092322	\N	\N
tt0401135	tt0092322	\N	\N
tt0401136	tt0092322	\N	\N
tt0401137	tt0092322	\N	\N
tt0401138	tt0092322	\N	\N
tt0401139	tt0092322	\N	\N
tt0401140	tt0092322	\N	\N
tt0401141	tt0092322	\N	\N
tt0401142	tt0092322	\N	\N
tt0401143	tt0092322	\N	\N
tt0401144	tt0092322	\N	\N
tt0401145	tt0092322	\N	\N
tt0401146	tt0092322	\N	\N
tt0401147	tt0092322	\N	\N
tt0401148	tt0092322	\N	\N
tt0401169	tt0103349	\N	\N
tt0401170	tt0103349	\N	\N
tt0401171	tt0103349	7	8
tt0401172	tt0103349	\N	\N
tt0401173	tt0103349	6	10
tt0401174	tt0103349	6	14
tt0401175	tt0103349	\N	\N
tt0401176	tt0103349	12	1
tt0401177	tt0103349	1	5
tt0401178	tt0103349	\N	\N
tt0401179	tt0103349	4	11
tt0401180	tt0103349	3	11
tt0401181	tt0103349	1	1
tt0401182	tt0103349	7	10
tt0401183	tt0103349	1	6
tt0401184	tt0103349	7	15
tt0401185	tt0103349	\N	\N
tt0401186	tt0103349	\N	\N
tt0401187	tt0103349	\N	\N
tt0401188	tt0103349	4	4
tt0401189	tt0103349	\N	\N
tt0401190	tt0103349	\N	\N
tt0401191	tt0103349	2	3
tt0401192	tt0103349	\N	\N
tt0401193	tt0103349	\N	\N
tt0401194	tt0103349	\N	\N
tt0401195	tt0103349	7	7
tt0401196	tt0103349	\N	\N
tt0401197	tt0103349	\N	\N
tt0401198	tt0103349	\N	\N
tt0401199	tt0103349	7	2
tt0401200	tt0103349	7	16
tt0401201	tt0103349	\N	\N
tt0401202	tt0103349	\N	\N
tt0401203	tt0103349	\N	\N
tt0401204	tt0103349	\N	\N
tt0401205	tt0103349	6	5
tt0401206	tt0103349	\N	\N
tt0401207	tt0103349	\N	\N
tt0401208	tt0103349	\N	\N
tt0401209	tt0103349	\N	\N
tt0401210	tt0103349	\N	\N
tt0401211	tt0103349	6	15
tt0401212	tt0103349	\N	\N
tt0401213	tt0103349	\N	\N
tt0401214	tt0103349	\N	\N
tt0401215	tt0103349	6	7
tt0401216	tt0103349	\N	\N
tt0401217	tt0103349	8	3
