tconst	parentTconst	seasonNumber	episodeNumber
tt0125566	tt0989125	1	3
tt0125567	tt0989125	8	10
tt0125569	tt0297621	2	44
tt0125603	tt0199214	5	1
tt0125605	tt0094529	1	1
tt0125674	tt0098749	1	0
tt0125720	tt0164295	4	2
tt0125755	tt2388808	\N	\N
tt0125944	tt0815353	\N	\N
tt0126107	tt1781127	\N	\N
tt0126124	tt0907694	1	8
tt0126363	tt0102171	1	3
tt0126395	tt0313144	\N	\N
tt0126419	tt0259792	\N	\N
tt0126672	tt0120956	\N	\N
tt0126673	tt0874686	1	6
tt0126692	tt0806910	1	244
tt0126693	tt0806910	1	370
tt0126694	tt0806910	1	277
tt0126695	tt0806910	1	265
tt0126696	tt0806910	1	371
tt0126927	tt0115243	1	4
tt0126930	tt3428884	1	2
tt0126972	tt0815353	\N	\N
tt0126977	tt0075471	15	5
tt0126992	tt0297626	10	14
tt0127280	tt0094456	4	1
tt0127309	tt0313144	\N	\N
tt0127322	tt0132666	1	2
tt0127404	tt0098900	3	2
tt0127408	tt0842384	\N	\N
tt0127413	tt0098900	2	9
tt0127457	tt0821060	1	4
tt0127519	tt0297625	6	7
tt0127572	tt0463399	1	19
tt0127614	tt0159876	21	14
tt0127616	tt0098900	1	1
tt0127690	tt2162289	1	2
tt0127758	tt0098900	7	11
tt0127804	tt1226281	1	5
tt0127821	tt0098900	2	4
tt0127922	tt0806910	1	372
tt0127923	tt0806910	1	373
tt0127984	tt0313144	\N	\N
tt0128088	tt0046643	1	7
tt0128111	tt0111914	1	1
tt0128333	tt0090481	8	20
tt0128407	tt0046580	1	4
tt0128708	tt0806910	1	294
tt0128860	tt0907694	1	16
tt0128868	tt0129117	1	1
tt0128874	tt0133302	15	17
tt0128882	tt0129117	1	7
tt0128901	tt0129117	1	5
tt0128942	tt0313144	\N	\N
tt0128978	tt0297626	1	8
tt0128996	tt0132666	1	7
tt0129305	tt0165592	6	1
tt0129316	tt0139780	1	13
tt0129425	tt0806910	1	390
tt0129444	tt0273026	10	5
tt0129821	tt0815353	\N	\N
tt0129858	tt0199214	6	3
tt0129925	tt0108695	1	9
tt0130074	tt0218792	\N	\N
tt0130097	tt0273026	\N	\N
tt0130111	tt0090481	8	3
tt0130263	tt4296044	1	5
tt0130304	tt0806910	1	295
tt0130418	tt0072560	2	16
tt0130501	tt0363319	1	1
tt0130559	tt0167732	1	5
tt0130563	tt1466074	12	3
tt0130706	tt0199184	10	13
tt0131050	tt0806910	1	27
tt0131051	tt0806910	1	84
tt0131052	tt0806910	1	109
tt0131053	tt0806910	1	74
tt0131054	tt0806910	1	60
tt0131055	tt0806910	1	103
tt0131056	tt0806910	1	38
tt0131057	tt0806910	1	49
tt0131058	tt0806910	1	15
tt0131326	tt0113706	1	5
tt0131474	tt0147770	1	1
tt0131536	tt0159876	22	6
tt0131577	tt0847709	1	2
tt0131586	tt0815353	\N	\N
tt0131610	tt0806910	1	65
tt0131611	tt0806910	1	53
tt0131620	tt0132666	1	6
tt0132087	tt0985040	9	5
tt0132446	tt0169456	2	3
tt0132496	tt0847709	1	3
tt0132532	tt0874686	1	7
tt0132647	tt0112239	5	1
tt0133092	tt0090481	8	12
tt0133256	tt0364151	12	2
tt0133320	tt0098889	1	11
tt0133702	tt0069620	5	8
tt0133712	tt0820333	2	1
tt0133717	tt0108749	4	3
tt0133718	tt0108749	4	2
tt0133894	tt0131673	1	1
tt0133958	tt0090481	6	1
tt0134008	tt0186766	1	0
tt0134038	tt0806901	26	9
tt0134063	tt0806904	1	6
tt0134144	tt0806910	1	317
tt0134174	tt1041883	\N	\N
tt0134177	tt1041883	\N	\N
tt0134233	tt0112239	5	5
tt0134249	tt0318224	33	11
tt0134694	tt3805856	\N	\N
tt0134816	tt0297625	6	5
tt0134818	tt2162289	2	5
tt0134901	tt0806901	26	10
tt0134952	tt0165592	8	11
tt0134967	tt0112167	1	1
tt0134978	tt0312084	2	2
tt0135038	tt0860267	1	8
tt0135039	tt0860267	1	9
tt0135040	tt0860267	1	10
tt0135071	tt0907694	1	17
tt0135073	tt0112239	5	3
tt0136199	tt0132666	1	13
tt0136368	tt1784086	2	6
tt0136415	tt0297626	15	6
tt0136530	tt1245432	4	5
tt0136629	tt0112239	5	2
tt0136989	tt0842384	\N	\N
tt0137120	tt0106078	3	15
tt0137121	tt0106078	3	14
tt0137167	tt0806901	2	8
tt0137168	tt0806901	2	9
tt0137169	tt0806901	27	1
tt0137170	tt0806901	3	6
tt0137171	tt0806901	3	4
tt0137172	tt0806901	3	3
tt0137173	tt0806901	3	1
tt0137174	tt0806901	3	2
tt0137198	tt0806904	1	7
tt0137228	tt0806910	1	376
tt0137237	tt0115100	2	3
tt0137255	tt0896681	1	1
tt0137263	tt0860267	1	11
tt0137466	tt2324163	1	3
tt0137825	tt0083435	1	1
tt0138031	tt0806901	24	4
tt0138038	tt0132666	1	14
tt0138068	tt0132666	1	16
tt0138083	tt0202179	16	4
tt0138117	tt0165592	5	12
tt0138124	tt0806910	1	377
tt0138168	tt0958967	1	10
tt0138199	tt0259794	1	2
tt0138424	tt0094456	3	5
tt0138470	tt3428884	2	1
tt0138582	tt0364151	12	4
tt0138589	tt2013869	1	3
tt0138597	tt0096689	2	5
tt0138642	tt0115100	2	2
tt0138748	tt0072586	1	5
tt0138753	tt0072586	1	6
tt0138859	tt0806910	1	375
tt0138860	tt0806910	1	271
tt0138898	tt0072586	1	4
tt0138999	tt0173525	1	2
tt0139058	tt0907683	1	2
tt0139059	tt0907683	1	3
tt0139079	tt1049304	8	6
tt0139184	tt0297625	3	5
tt0139436	tt1043199	2	1
tt0139532	tt0806901	18	8
tt0139541	tt0262955	\N	\N
tt0139572	tt0096689	2	2
tt0139599	tt0842384	\N	\N
tt0139647	tt0115100	2	1
tt0139688	tt0842384	\N	\N
tt0139783	tt0144725	1	1
tt0139963	tt0985040	4	4
tt0140081	tt3428884	2	2
tt0140353	tt0047702	1	7
tt0140375	tt5884844	\N	\N
tt0140409	tt0106078	3	12
tt0140461	tt0806901	6	6
tt0140565	tt0096689	2	7
tt0140602	tt0806910	1	168
tt0140662	tt5884844	\N	\N
tt0140719	tt0112239	5	4
tt0140942	tt0297626	4	2
tt0141102	tt0297625	2	2
tt0141129	tt3428884	2	3
tt0141151	tt0096689	2	6
tt0141153	tt0174377	\N	\N
tt0141557	tt2286153	1	9
tt0141638	tt0106078	3	6
tt0141655	tt0297625	2	1
tt0141737	tt0806901	27	2
tt0141738	tt0806901	9	2
tt0141889	tt5621392	1	1
tt0141957	tt5638654	1	1
tt0142001	tt0212698	5	25
tt0142290	tt0224861	2	12
tt0142306	tt0132666	1	18
tt0142397	tt0094483	1	5
tt0142705	tt5884844	\N	\N
tt0142798	tt0096689	2	4
tt0142825	tt0046593	9	8
tt0143056	tt0094416	10	11
tt0143237	tt0094456	6	9
tt0143275	tt3428884	2	4
tt0143276	tt3428884	2	5
tt0143500	tt0297626	4	10
tt0143649	tt0806901	27	4
tt0143845	tt0166458	11	7
tt0143846	tt0166458	8	4
tt0143909	tt0112183	2	2
tt0143915	tt0096689	2	1
tt0143923	tt0806910	1	310
tt0143927	tt0297625	5	5
tt0143989	tt0094483	\N	\N
tt0144103	tt0806910	1	273
tt0144138	tt0815353	\N	\N
tt0144141	tt1466074	13	3
tt0144171	tt0056751	13	17
tt0144181	tt0166914	1	0
tt0144206	tt3805856	\N	\N
tt0144247	tt0094483	\N	\N
tt0144554	tt0806901	21	4
tt0144579	tt0096689	2	3
tt0144752	tt0169456	3	4
tt0144786	tt0907683	1	4
tt0144805	tt0115122	1	13
tt0144946	tt3428884	2	6
tt0144957	tt4296044	1	2
tt0145000	tt0364151	11	5
tt0145044	tt8737264	1	1
tt0145054	tt1049304	8	1
tt0145074	tt0144061	1	0
tt0145490	tt0874686	1	8
tt0145665	tt4296044	1	1
tt0145674	tt4296044	1	3
tt0145785	tt0364151	6	5
tt0145823	tt1276882	1	3
tt0145836	tt0094483	\N	\N
tt0145837	tt0094483	\N	\N
tt0145915	tt0132666	1	23
tt0146008	tt0806901	27	3
tt0146041	tt0907694	1	18
tt0146079	tt0169456	2	1
tt0146261	tt0094416	3	7
tt0146296	tt0057775	\N	\N
tt0146303	tt0806910	1	285
tt0146304	tt0806910	1	305
tt0146305	tt0806910	1	379
tt0146306	tt0806910	1	378
tt0146364	tt0882736	5	1
tt0146438	tt0889258	8	2
tt0146600	tt0159156	1	21
tt0146793	tt0068074	1	0
tt0146843	tt0126179	1	9
tt0146931	tt0094483	\N	\N
tt0147077	tt0106078	3	13
tt0147195	tt0169456	2	2
tt0147588	tt0806910	1	238
tt0147627	tt0298685	1	5
tt0147814	tt0989125	8	26
tt0147878	tt0907683	1	5
tt0147882	tt0989125	10	22
tt0147930	tt0174432	\N	\N
tt0147937	tt0115122	1	14
tt0148051	tt0914702	10	43
tt0148052	tt0914702	3	13
tt0148242	tt0441950	2	22
tt0148280	tt0161126	\N	\N
tt0148284	tt5278426	1	1
tt0148285	tt5278426	1	2
tt0148286	tt5278426	1	3
tt0148287	tt5278426	1	5
tt0148288	tt5278426	1	4
tt0148289	tt5278426	1	7
tt0148290	tt5278426	1	8
tt0148376	tt0298685	6	1
tt0148446	tt0159178	3	10
tt0148511	tt0161126	4	19
tt0148513	tt0914702	3	32
tt0148554	tt0283208	3	12
tt0149209	tt0040051	7	33
tt0149241	tt0806910	1	380
tt0149242	tt0806910	1	292
tt0149283	tt0914702	8	45
tt0149495	tt1049304	5	11
tt0149529	tt0920540	1	1
tt0149560	tt0058853	1	23
tt0149587	tt4538720	1	15
tt0149597	tt0297621	3	27
tt0149672	tt0169456	3	3
tt0149689	tt0889258	8	1
tt0149867	tt0058853	1	139
tt0150175	tt0058853	1	44
tt0150262	tt0147760	3	2
tt0150263	tt0147760	3	1
tt0150466	tt0058853	1	39
tt0150567	tt0202179	13	6
tt0150743	tt4538720	1	14
tt0150747	tt0058853	1	118
tt0150922	tt5278426	1	10
tt0150923	tt5278426	1	9
tt0151045	tt0058853	1	85
tt0151216	tt4538720	1	3
tt0151498	tt0046593	4	12
tt0151509	tt0090481	6	12
tt0151593	tt4538720	1	1
tt0151683	tt0132666	1	20
tt0151703	tt0106078	2	6
tt0151857	tt0046593	3	14
tt0151860	tt1601983	4	5
tt0152042	tt0075471	1	7
tt0152057	tt0297626	13	4
tt0152085	tt0169456	3	1
tt0152129	tt0075562	1	1
tt0152131	tt0202179	6	5
tt0152141	tt0165592	1	21
tt0152210	tt4538720	1	13
tt0152265	tt0132666	1	24
tt0152304	tt0846838	1	16
tt0152921	tt0806910	1	382
tt0152922	tt0806910	1	383
tt0153119	tt0190181	4	9
tt0153219	tt0132666	1	25
tt0153310	tt4538720	1	2
tt0153893	tt0106178	6	1
tt0154038	tt0176357	9	3
tt0154416	tt0164285	1	3
tt0154632	tt0165593	9	6
tt0154792	tt0958966	1	9
tt0155192	tt0139780	1	15
tt0155245	tt0806910	1	385
tt0155307	tt0062689	1	2
tt0155355	tt0062689	1	1
tt0155387	tt0164305	\N	\N
tt0155535	tt0907683	1	6
tt0155536	tt0907683	1	7
tt0155564	tt0070977	1	6
tt0155665	tt0176357	8	9
tt0155683	tt0144044	1	0
tt0155742	tt0112239	3	5
tt0155781	tt0159876	\N	\N
tt0156055	tt0846838	1	17
tt0156063	tt0167720	1	1
tt0156124	tt0806910	1	384
tt0156369	tt0159876	21	11
tt0156488	tt0108832	3	2
tt0156535	tt0428139	1	2
tt0156775	tt0090481	7	8
tt0156900	tt0806901	27	9
tt0157004	tt0846838	1	18
tt0157096	tt0806910	1	189
tt0157097	tt0806910	1	387
tt0157098	tt0806910	1	245
tt0157322	tt0202182	\N	\N
tt0157490	tt0200358	2	14
tt0157812	tt0880565	1	2
tt0157924	tt0046593	12	17
tt0157996	tt0132666	1	28
tt0158080	tt1213665	1	22
tt0158101	tt0806901	27	5
tt0158211	tt0190181	2	10
tt0158263	tt0806910	1	381
tt0158264	tt0806910	1	248
tt0158384	tt0158444	1	1
tt0158385	tt0882736	5	2
tt0158476	tt0842384	\N	\N
tt0158529	tt0115122	1	15
tt0158669	tt0046593	11	15
tt0158828	tt0132666	2	3
tt0158882	tt3805856	\N	\N
tt0158902	tt3805856	\N	\N
tt0158987	tt0874684	1	8
tt0159151	tt3805856	\N	\N
tt0159297	tt0270780	2	5
tt0159422	tt0985040	8	3
tt0159457	tt0270780	1	2
tt0159572	tt0270780	1	1
tt0159573	tt0167616	1	7
tt0159574	tt0167616	1	10
tt0159575	tt0167616	1	4
tt0159610	tt0270780	1	4
tt0159663	tt0806901	20	4
tt0159664	tt0806901	27	6
tt0159781	tt2293681	1	4
tt0159798	tt0159920	1	1
tt0160082	tt0115122	1	17
tt0160083	tt0115122	1	16
tt0160219	tt0463399	\N	\N
tt0160295	tt0338684	\N	\N
tt0160337	tt0843225	\N	\N
tt0160681	tt0806901	20	11
tt0160682	tt0806901	27	7
tt0160817	tt0166909	\N	\N
tt0160860	tt0212675	3	1
tt0160946	tt0094416	9	1
tt0160949	tt0088621	8	3
tt0160969	tt0806910	1	178
tt0161187	tt0166458	11	1
tt0161239	tt0166909	\N	\N
tt0161240	tt0096538	1	4
tt0161321	tt0111899	4	2
tt0161322	tt0111899	4	1
tt0161499	tt0096538	2	2
tt0161878	tt0463399	2	12
tt0161997	tt0159876	26	15
tt0162000	tt0806910	1	386
tt0162001	tt0806910	1	388
tt0162002	tt0806910	1	190
tt0162003	tt0806910	1	151
tt0162410	tt0159876	\N	\N
tt0162541	tt0806901	14	3
tt0162689	tt0806910	1	203
tt0162690	tt0806910	1	275
tt0162776	tt1601983	3	6
tt0162905	tt0092455	5	18
tt0162912	tt0138959	1	1
tt0162915	tt0101069	5	1
tt0163007	tt0346222	1	12
tt0163087	tt0190181	1	3
tt0163137	tt0092322	\N	\N
tt0163227	tt2388808	\N	\N
tt0163235	tt0167614	\N	\N
tt0163328	tt0806910	1	389
tt0163329	tt0806910	1	210
tt0163334	tt0053546	1	33
tt0163468	tt0267154	\N	\N
tt0163546	tt0165592	11	16
tt0163632	tt0165592	4	22
tt0163636	tt0165592	5	13
tt0163650	tt4296044	1	8
tt0163654	tt0165592	1	10
tt0163739	tt0090481	3	14
tt0163799	tt0165592	11	27
tt0163865	tt0806901	25	7
tt0163908	tt0298685	5	2
tt0164019	tt0103405	1	0
tt0164025	tt0166909	\N	\N
tt0164095	tt0090481	6	8
tt0164104	tt0046593	6	1
tt0164137	tt0806901	21	5
tt0164138	tt0806901	25	3
tt0164139	tt0806901	27	8
tt0164189	tt0806910	1	177
tt0164228	tt0985040	12	3
tt0164683	tt0132666	2	14
tt0164818	tt0806901	17	8
tt0164819	tt0806901	25	6
tt0164820	tt0806901	21	6
tt0164923	tt0806910	1	391
tt0164924	tt0806910	1	183
tt0165243	tt1601983	1	1
tt0165307	tt3797766	\N	\N
tt0165312	tt2329424	1	11
tt0165347	tt1213665	1	11
tt0165368	tt1686687	\N	\N
tt0165375	tt0088559	1	1
tt0165385	tt0090481	2	5
tt0165416	tt4106356	1	4
tt0165430	tt0806901	21	1
tt0165456	tt0132666	2	2
tt0165510	tt0806910	1	202
tt0165644	tt2172271	1	5
tt0165645	tt2172271	1	1
tt0165646	tt2172271	1	3
tt0165647	tt2172271	1	2
tt0165648	tt2172271	1	4
tt0165918	tt0806901	21	8
tt0165927	tt0206501	26	1
tt0165974	tt0806910	1	219
tt0165975	tt0806910	1	392
tt0166105	tt0101050	1	0
tt0166164	tt0166909	\N	\N
tt0166187	tt0898240	1	2
tt0166273	tt1213665	1	42
tt0166311	tt0806901	21	2
tt0166331	tt0080231	1	3
tt0166566	tt1615489	2	1
tt0166746	tt0261491	1	6
tt0166767	tt0806901	17	1
tt0166768	tt0806901	17	6
tt0166780	tt0126179	3	15
tt0166829	tt0046593	26	14
tt0166837	tt0806910	1	394
tt0166838	tt0806910	1	116
tt0166875	tt0820333	2	2
tt0166946	tt5126884	1	1
tt0166988	tt5102426	\N	\N
tt0166989	tt5102426	\N	\N
tt0167103	tt5126884	1	5
tt0167118	tt0762803	2	3
tt0167133	tt5126884	1	4
tt0167134	tt5126884	1	8
tt0167139	tt0149314	3	1
tt0167143	tt5126884	1	6
tt0167161	tt5153902	1	9
tt0167189	tt5153902	1	3
tt0167220	tt5153902	1	8
tt0167221	tt5126884	1	2
tt0167222	tt5126884	1	12
tt0167233	tt5153902	1	1
tt0167234	tt5153902	1	10
tt0167286	tt5153902	1	12
tt0167287	tt5153902	1	5
tt0167294	tt5126884	1	7
tt0167343	tt0806901	24	12
tt0167358	tt0166909	\N	\N
tt0167369	tt5153902	1	6
tt0167381	tt5126884	1	9
tt0167387	tt5126884	1	3
tt0167391	tt5153902	1	7
tt0167409	tt5126884	1	11
tt0167439	tt0806910	1	410
tt0167440	tt0806910	1	393
tt0167441	tt0806910	1	395
tt0167461	tt0149314	5	2
tt0167465	tt5153902	1	11
tt0167808	tt0115122	1	18
tt0167857	tt0426772	1	3
tt0167908	tt0927658	1	5
tt0167928	tt0176357	7	10
tt0168039	tt0062568	12	1
tt0168079	tt0167667	1	0
tt0168119	tt0108835	1	1
tt0168134	tt0806901	19	1
tt0168211	tt0806910	1	268
tt0168272	tt0112239	6	1
tt0168273	tt0112239	6	2
tt0168451	tt0224823	\N	\N
tt0168456	tt0108695	1	2
tt0168467	tt0108835	2	2
tt0168537	tt0058826	1	2
tt0168748	tt0133302	16	12
tt0168913	tt2739426	1	6
tt0168968	tt0058826	1	1
tt0169073	tt0096658	9	2
tt0169138	tt0806901	9	1
tt0169290	tt0166458	6	12
tt0169292	tt0806910	1	120
tt0169293	tt0806910	1	280
tt0169294	tt0806910	1	396
tt0169391	tt0062568	12	19
tt0169554	tt0159876	\N	\N
tt0169996	tt0170949	1	0
tt0170164	tt0177451	1	1
tt0170174	tt0914702	12	20
tt0170267	tt1686687	\N	\N
tt0170293	tt0096658	9	4
tt0170294	tt0096658	9	3
tt0170424	tt0806901	9	4
tt0170425	tt0806901	16	2
tt0170426	tt0806901	9	3
tt0170427	tt0806901	22	2
tt0170501	tt0092455	5	1
tt0170520	tt0907694	1	19
tt0170567	tt0126171	1	55
tt0170618	tt9015970	1	1
tt0170660	tt0806910	1	397
tt0170661	tt0806910	1	121
tt0170696	tt1686687	\N	\N
tt0170737	tt0108835	3	2
tt0170817	tt0106179	1	1
tt0171120	tt0096677	2	1
tt0171316	tt0202179	24	1
tt0171374	tt0112239	6	3
tt0171560	tt0096658	9	5
tt0171568	tt0175398	1	0
tt0171627	tt0985040	9	4
tt0171722	tt0846838	1	13
tt0171728	tt0132666	2	13
tt0171816	tt0806910	1	309
tt0171959	tt1781127	\N	\N
tt0172111	tt0953111	\N	\N
tt0172119	tt0147770	1	11
tt0172285	tt0108835	4	1
tt0172309	tt0953111	\N	\N
tt0172397	tt0098784	4	5
tt0172431	tt0126179	3	9
tt0172551	tt0953111	\N	\N
tt0172827	tt0117248	1	2
tt0172833	tt1397131	1	5
tt0172863	tt0096658	10	2
tt0172961	tt0364151	7	1
tt0173011	tt0806901	5	1
tt0173118	tt3805856	\N	\N
tt0173241	tt0240264	1	3
tt0173313	tt0806910	1	398
tt0173370	tt0058801	6	24
tt0173638	tt1229946	7	1
tt0173698	tt0118359	1	13
tt0173714	tt0159876	27	3
tt0173723	tt3793732	\N	\N
tt0173737	tt2134468	\N	\N
tt0173810	tt0118359	1	11
tt0173944	tt0270780	1	5
tt0173985	tt0177451	1	3
tt0174014	tt3805856	\N	\N
tt0174096	tt0809370	1	1
tt0174127	tt0806901	19	8
tt0174128	tt0806901	27	10
tt0174232	tt0874684	1	5
tt0174444	tt0989125	5	50
tt0174501	tt0069602	9	14
tt0174573	tt0147760	3	3
tt0174654	tt1686687	\N	\N
tt0174681	tt0069602	7	7
tt0174735	tt0112239	4	5
tt0174771	tt0275822	\N	\N
tt0174934	tt0170974	\N	\N
tt0175051	tt0806901	9	6
tt0175052	tt0806901	4	4
tt0175229	tt0847709	1	4
tt0175253	tt0096708	3	3
tt0175277	tt0069602	9	0
tt0175439	tt0166423	2	3
tt0175455	tt1686687	\N	\N
tt0175511	tt0190181	2	9
tt0175938	tt0169505	1	4
tt0175960	tt0914702	5	42
tt0175971	tt2591584	\N	\N
tt0176007	tt7599836	\N	\N
tt0176144	tt1724507	1	15
tt0176169	tt0874684	1	6
tt0176178	tt0874686	1	13
tt0176179	tt0874686	1	9
tt0176180	tt0874686	1	12
tt0176181	tt0874686	1	10
tt0176221	tt0806910	1	399
tt0176298	tt0275822	\N	\N
tt0176353	tt0112239	6	5
tt0176371	tt0159876	26	2
tt0176892	tt0132666	2	6
tt0176955	tt4354800	\N	\N
tt0177079	tt0046637	2	2
tt0177174	tt0166458	11	4
tt0177180	tt0907694	1	21
tt0177284	tt0806910	1	400
tt0177285	tt0806910	1	136
tt0177457	tt0077031	1	2
tt0177535	tt0821060	1	5
tt0177842	tt0096697	7	6
tt0177983	tt0806901	10	6
tt0177984	tt0806901	24	10
tt0177986	tt0133302	17	10
tt0178014	tt0847709	1	5
tt0178105	tt0297626	3	3
tt0178283	tt0115122	1	19
tt0178318	tt0190181	6	2
tt0178361	tt0159876	2	10
tt0178364	tt0176357	4	15
tt0178659	tt1686687	\N	\N
tt0178836	tt0806901	11	3
tt0178837	tt0806901	23	8
tt0178926	tt0806910	1	401
tt0179002	tt0112239	6	4
tt0179132	tt0202740	\N	\N
tt0179212	tt6677224	1	4
tt0179213	tt6677224	1	5
tt0179214	tt6677224	1	7
tt0179215	tt6677224	1	8
tt0179216	tt6677224	1	2
tt0179217	tt6677224	1	6
tt0179246	tt0202179	4	1
tt0179421	tt0806901	12	2
tt0179422	tt0806901	27	11
tt0179482	tt0806910	1	315
tt0179483	tt0806910	1	141
tt0179506	tt0860267	1	12
tt0179510	tt0202206	\N	\N
tt0179547	tt0364151	5	4
tt0179551	tt0233023	1	14
tt0179565	tt0046593	7	7
tt0179702	tt0297625	2	5
tt0179722	tt0202179	14	2
tt0179751	tt0202179	17	1
tt0179755	tt0139780	1	7
tt0179867	tt0190181	4	3
tt0179946	tt0190181	3	3
tt0179951	tt0985040	10	3
tt0179995	tt0985040	12	2
tt0180012	tt0139780	1	6
tt0180057	tt0806901	14	1
tt0180058	tt0806901	19	6
tt0180065	tt0139780	1	3
tt0180123	tt0847709	1	6
tt0180124	tt0202179	9	2
tt0180251	tt8949216	1	2
tt0180256	tt0202179	18	3
tt0180292	tt0860267	1	13
tt0180431	tt4296044	1	4
tt0180566	tt0335704	6	3
tt0180621	tt0105977	3	8
tt0180696	tt2403092	1	3
tt0180697	tt5955168	1	6
tt0180710	tt0985040	5	4
tt0180726	tt0139780	1	4
tt0180758	tt0159876	\N	\N
tt0180769	tt8949216	1	3
tt0180880	tt2403092	1	2
tt0180967	tt0806904	1	8
tt0181015	tt2403092	1	1
tt0181046	tt0806910	1	145
tt0181203	tt0165592	11	13
tt0181211	tt0298665	13	7
tt0181233	tt0165592	11	17
tt0181243	tt0165592	13	5
tt0181245	tt0385464	1	5
tt0181571	tt0385464	1	9
tt0181577	tt0364151	14	1
tt0181593	tt5884844	\N	\N
tt0181662	tt8949216	1	4
tt0181669	tt0343230	1	10
tt0181703	tt0132666	2	10
tt0181726	tt0202179	23	4
tt0181792	tt0159876	27	7
tt0181794	tt0907694	1	20
tt0181846	tt0385464	1	2
tt0181849	tt0806910	1	7
tt0181911	tt0112239	3	4
tt0181981	tt0821065	10	1
tt0182050	tt0297626	7	10
tt0182225	tt0094525	6	2
tt0182241	tt1012950	3	2
tt0182325	tt8949216	1	6
tt0182327	tt0202179	13	4
tt0182332	tt0094525	6	3
tt0182337	tt0106078	3	17
tt0182339	tt8949216	1	5
tt0182352	tt0094525	4	3
tt0182361	tt0094525	2	1
tt0182370	tt0806901	13	4
tt0182442	tt0165592	7	12
tt0182453	tt0166936	1	1
tt0182485	tt0806910	1	402
tt0182486	tt0806910	1	127
tt0182487	tt0806910	1	94
tt0182500	tt1043408	2	8
tt0182511	tt8949216	1	1
tt0182530	tt0985040	1	2
tt0182720	tt0297621	4	12
tt0182919	tt1466074	13	4
tt0183094	tt0133302	16	4
tt0183139	tt0279535	1	1
tt0183310	tt0088622	1	7
tt0183322	tt0202179	16	1
tt0183694	tt4778940	1	11
tt0183695	tt4778940	1	7
tt0183729	tt0182630	1	0
tt0183755	tt0178131	1	1
tt0183827	tt0270780	2	1
tt0183867	tt0806910	1	403
tt0183868	tt0806910	1	213
tt0184069	tt0184068	1	2
tt0184070	tt0184068	1	3
tt0184199	tt1380834	2	6
tt0184415	tt0108749	5	3
tt0184493	tt0298665	13	11
tt0184559	tt1049304	4	10
tt0184604	tt0050013	3	3
tt0184608	tt0165326	\N	\N
tt0184825	tt0806901	13	6
tt0184867	tt0806904	1	9
tt0184868	tt0907694	1	22
tt0184877	tt0364151	5	7
tt0184880	tt0346222	1	6
tt0184931	tt0806910	1	218
tt0184932	tt0806910	1	405
tt0184934	tt0806910	1	404
tt0185002	tt0331805	1	2
tt0185053	tt0165592	11	2
tt0185156	tt0202206	\N	\N
tt0185222	tt0364151	4	5
tt0185420	tt0108717	1	3
tt0185476	tt1856236	1	1
tt0185503	tt0078657	7	0
tt0185611	tt0806901	14	5
tt0185720	tt0346222	2	17
tt0185743	tt0896681	1	2
tt0186177	tt0113706	2	2
tt0186455	tt0806901	14	2
tt0186456	tt0806901	19	9
tt0186458	tt1414347	1	3
tt0186466	tt0958967	1	1
tt0186607	tt0806910	1	316
tt0186640	tt0265408	1	1
tt0186905	tt0297626	14	7
tt0186971	tt0108749	5	2
tt0187014	tt1686687	\N	\N
tt0187208	tt0054510	1	23
tt0187215	tt0159885	1	47
tt0187306	tt0426772	1	1
tt0187410	tt0806901	14	6
tt0187668	tt0202179	20	2
tt0187769	tt0045395	7	28
tt0187795	tt0056742	2	15
tt0187800	tt1686687	\N	\N
tt0187824	tt0159876	\N	\N
tt0187844	tt0187636	1	1
tt0188091	tt0133302	15	13
tt0188127	tt7252940	\N	\N
tt0188151	tt0806901	15	1
tt0188179	tt0045395	5	10
tt0188183	tt0907694	1	23
tt0188187	tt1169951	1	2
tt0188227	tt0806910	1	406
tt0188228	tt0806910	1	313
tt0188238	tt0441950	9	2
tt0188304	tt0046593	24	17
tt0188414	tt0118259	3	0
tt0188591	tt3805856	\N	\N
tt0188705	tt0188338	1	1
tt0189017	tt0806901	14	7
tt0189018	tt0806901	28	1
tt0189037	tt3805856	\N	\N
tt0189451	tt0297626	10	16
tt0189562	tt0159876	7	6
tt0189571	tt0842384	\N	\N
tt0189572	tt0842384	\N	\N
tt0189661	tt0159876	\N	\N
tt0189877	tt0202179	13	2
tt0189934	tt0806901	20	7
tt0189935	tt0806901	15	2
tt0189936	tt0806901	28	2
tt0190028	tt4220008	1	3
tt0190063	tt0078607	4	8
tt0190126	tt0985040	3	1
tt0190166	tt0882736	6	1
tt0190236	tt0063874	3	11
tt0190277	tt0139780	1	9
tt0190283	tt0115122	1	20
tt0190327	tt0094999	1	2
tt0190371	tt0132666	2	22
tt0190395	tt1729107	1	3
tt0190532	tt0199214	2	5
tt0190614	tt0364151	13	3
tt0190644	tt0806901	11	4
tt0190645	tt0806901	19	3
tt0190724	tt0806904	1	10
tt0190813	tt0806910	1	216
tt0190814	tt0806910	1	407
tt0190815	tt1446518	\N	\N
tt0190836	tt0108829	5	9
tt0190864	tt0896681	1	3
tt0191018	tt0115122	1	21
tt0191102	tt0092345	1	0
tt0191365	tt0806901	11	5
tt0191366	tt0806901	28	3
tt0191367	tt0806901	12	1
tt0191420	tt6977714	1	1
tt0191475	tt0112239	4	6
tt0191519	tt0046593	33	18
tt0191547	tt0806910	1	220
tt0191759	tt0297621	5	18
tt0191775	tt1196259	1	4
